user_id,run_id,weather,map_name,run_duration_seconds,run_duration_minutes,timestamp_end,hr_baseline,arousal_baseline
participant_04,4,day,Town10HD_Opt,293.548,4.892,2026-03-10T08:19:53.547516,69,0.577
participant_05,3,day,Town10HD_Opt,298.081,4.968,2026-03-10T08:19:58.080694,71,0.411
participant_04,5,day,Town10HD_Opt,239.086,3.985,2026-03-10T08:33:59.086072,66,0.519
participant_05,4,day,Town10HD_Opt,293.007,4.883,2026-03-10T08:34:53.007136,68,0.624
participant_03,7,day,Town10HD_Opt,299.256,4.988,2026-03-10T08:34:59.256363,72,0.493
participant_06,4,day,Town10HD_Opt,239.086,3.985,2026-03-10T08:48:59.086072,86,0.206
participant_04,6,day,Town10HD_Opt,298.16,4.969,2026-03-10T08:49:58.160434,68,0.531
participant_03,8,day,Town10HD_Opt,299.146,4.986,2026-03-10T08:49:59.146057,70,0.506
participant_05,5,day,Town10HD_Opt,299.256,4.988,2026-03-10T08:49:59.256363,70,0.596
participant_04,7,day,Town10HD_Opt,151.438,2.524,2026-03-10T09:02:31.437812,67,0.587
participant_06,5,day,Town10HD_Opt,293.548,4.892,2026-03-10T09:04:53.547516,86,0.327
participant_05,6,day,Town10HD_Opt,298.212,4.97,2026-03-10T09:04:58.211775,70,0.596
participant_03,9,day,Town10HD_Opt,299.194,4.987,2026-03-10T09:04:59.193665,70,0.496
participant_06,6,day,Town10HD_Opt,293.891,4.898,2026-03-10T09:19:53.891110,83,0.313
participant_03,10,day,Town10HD_Opt,294.497,4.908,2026-03-10T09:19:54.496654,72,0.492
participant_05,7,day,Town10HD_Opt,298.212,4.97,2026-03-10T09:19:58.211775,69,0.6
participant_04,8,day,Town10HD_Opt,298.212,4.97,2026-03-10T09:19:58.211775,66,0.653
participant_06,7,day,Town10HD_Opt,164.006,2.733,2026-03-10T09:32:44.005963,86,0.311
participant_05,8,day,Town10HD_Opt,293.548,4.892,2026-03-10T09:34:53.547516,68,0.617
participant_04,9,day,Town10HD_Opt,298.072,4.968,2026-03-10T09:34:58.071849,69,0.557
participant_01,3,day,Town10HD_Opt,299.256,4.988,2026-03-10T09:45:19.886967,68,0.584
participant_05,9,day,Town10HD_Opt,293.007,4.883,2026-03-10T09:49:53.007136,70,0.592
participant_04,10,day,Town10HD_Opt,294.33,4.906,2026-03-10T09:49:54.330447,67,0.628
participant_06,8,day,Town10HD_Opt,298.072,4.968,2026-03-10T09:49:58.071849,84,0.246
participant_01,4,day,Town10HD_Opt,299.071,4.985,2026-03-10T09:53:17.533412,66,0.519
participant_06,9,day,Town10HD_Opt,298.272,4.971,2026-03-10T10:04:58.271824,86,0.303
participant_05,10,day,Town10HD_Opt,299.088,4.985,2026-03-10T10:04:59.088125,69,0.658
participant_01,5,day,Town10HD_Opt,544.111,9.069,2026-03-10T10:12:29.268297,69,0.274
participant_06,10,day,Town10HD_Opt,298.081,4.968,2026-03-10T10:19:58.080694,85,0.323
participant_06,2,day,Town10HD_Opt,151.438,2.524,2026-03-11T10:20:17.117788,87,0.078
participant_06,3,day,Town10HD_Opt,299.146,4.986,2026-03-11T10:34:07.859124,83,0.303
participant_07,1,day,Town10HD_Opt,239.086,3.985,2026-03-11T11:06:09.933930,86,0.486
participant_07,2,day,Town10HD_Opt,298.081,4.968,2026-03-11T11:13:22.498938,84,0.425
participant_07,3,day,Town10HD_Opt,293.007,4.883,2026-03-11T11:34:53.007136,85,0.447
participant_08,1,day,Town10HD_Opt,299.088,4.985,2026-03-11T11:41:23.299385,73,0.48
participant_07,4,day,Town10HD_Opt,239.086,3.985,2026-03-11T11:48:59.086072,83,0.448
participant_08,2,day,Town10HD_Opt,299.146,4.986,2026-03-11T11:49:59.146057,74,0.504
participant_07,5,day,Town10HD_Opt,294.497,4.908,2026-03-11T12:04:54.496654,84,0.482
participant_08,3,day,Town10HD_Opt,299.194,4.987,2026-03-11T12:04:59.193665,74,0.374
participant_07,6,day,Town10HD_Opt,293.548,4.892,2026-03-11T12:19:53.547516,83,0.435
participant_08,4,day,Town10HD_Opt,293.891,4.898,2026-03-11T12:19:53.891110,73,0.477
participant_08,5,day,Town10HD_Opt,164.006,2.733,2026-03-11T12:32:44.005963,74,0.445
participant_07,7,day,Town10HD_Opt,298.081,4.968,2026-03-11T12:34:58.080694,84,0.465
participant_08,6,day,Town10HD_Opt,292.986,4.883,2026-03-11T12:49:52.985675,72,0.493
participant_07,8,day,Town10HD_Opt,294.497,4.908,2026-03-11T12:49:54.496654,83,0.485
participant_08,7,day,Town10HD_Opt,293.891,4.898,2026-03-11T13:04:53.891110,73,0.396
participant_07,9,day,Town10HD_Opt,294.332,4.906,2026-03-11T13:04:54.332257,84,0.42
participant_07,10,day,Town10HD_Opt,298.16,4.969,2026-03-11T13:19:58.160434,85,0.471
participant_08,8,day,Town10HD_Opt,298.272,4.971,2026-03-11T13:19:58.271824,75,0.464
participant_08,9,day,Town10HD_Opt,294.497,4.908,2026-03-11T13:34:54.496654,74,0.513
participant_08,10,day,Town10HD_Opt,151.438,2.524,2026-03-11T13:47:31.437812,72,0.45
participant_01,6,day,Town10HD_Opt,298.16,4.969,2026-03-12T11:49:48.131205,69,0.204
participant_09,1,day,Town10HD_Opt,293.548,4.892,2026-03-14T08:04:53.547516,81,0.535
participant_09,2,day,Town10HD_Opt,299.088,4.985,2026-03-14T08:19:59.088125,81,0.48
participant_09,3,day,Town10HD_Opt,292.986,4.883,2026-03-14T08:34:52.985675,82,0.541
participant_09,4,day,Town10HD_Opt,299.088,4.985,2026-03-14T08:49:59.088125,81,0.577
participant_09,5,day,Town10HD_Opt,298.212,4.97,2026-03-14T09:04:58.211775,81,0.54
participant_09,6,day,Town10HD_Opt,298.272,4.971,2026-03-14T09:19:58.271824,77,0.52
participant_09,7,day,Town10HD_Opt,299.194,4.987,2026-03-14T09:34:59.193665,80,0.657
participant_09,8,day,Town10HD_Opt,298.16,4.969,2026-03-14T09:49:58.160434,78,0.617
participant_09,9,day,Town10HD_Opt,298.081,4.968,2026-03-14T10:04:58.080694,77,0.576
participant_10,1,day,Town10HD_Opt,299.194,4.987,2026-03-14T10:04:59.193665,68,0.192
participant_10,2,day,Town10HD_Opt,151.438,2.524,2026-03-14T10:17:31.437812,67,0.198
participant_09,10,day,Town10HD_Opt,292.986,4.883,2026-03-14T10:19:52.985675,82,0.568
participant_10,3,day,Town10HD_Opt,544.111,9.069,2026-03-14T10:39:04.110830,68,0.14
participant_10,4,day,Town10HD_Opt,239.086,3.985,2026-03-14T10:48:59.086072,68,0.245
participant_10,5,day,Town10HD_Opt,294.33,4.906,2026-03-14T11:04:54.330447,68,0.194
participant_10,6,day,Town10HD_Opt,299.194,4.987,2026-03-14T11:19:59.193665,68,0.192
participant_10,7,day,Town10HD_Opt,299.088,4.985,2026-03-14T11:34:59.088125,68,0.197
participant_10,8,day,Town10HD_Opt,151.438,2.524,2026-03-14T11:47:31.437812,68,0.296
participant_10,9,day,Town10HD_Opt,294.332,4.906,2026-03-14T12:04:54.332257,71,0.329
participant_10,10,day,Town10HD_Opt,298.072,4.968,2026-03-14T12:19:58.071849,68,0.272
participant_11,1,day,Town10HD_Opt,293.548,4.892,2026-03-14T13:04:53.547516,87,0.375
participant_11,2,day,Town10HD_Opt,292.986,4.883,2026-03-14T13:19:52.985675,88,0.341
participant_11,3,day,Town10HD_Opt,293.007,4.883,2026-03-14T13:34:53.007136,87,0.33
participant_11,4,day,Town10HD_Opt,293.933,4.899,2026-03-14T13:49:53.932845,88,0.4
participant_11,5,day,Town10HD_Opt,298.272,4.971,2026-03-14T14:04:58.271824,88,0.305
participant_11,6,day,Town10HD_Opt,544.111,9.069,2026-03-14T14:24:04.110830,86,0.308
participant_11,7,day,Town10HD_Opt,299.256,4.988,2026-03-14T14:34:59.256363,85,0.412
participant_11,8,day,Town10HD_Opt,299.146,4.986,2026-03-14T14:49:59.146057,87,0.327
participant_12,1,day,Town10HD_Opt,239.086,3.985,2026-03-14T15:03:59.086072,66,0.39
participant_11,9,day,Town10HD_Opt,294.497,4.908,2026-03-14T15:04:54.496654,87,0.499
participant_12,2,day,Town10HD_Opt,294.497,4.908,2026-03-14T15:19:54.496654,65,0.456
participant_11,10,day,Town10HD_Opt,299.146,4.986,2026-03-14T15:19:59.146057,87,0.421
participant_12,3,day,Town10HD_Opt,293.007,4.883,2026-03-14T15:34:53.007136,68,0.46
participant_12,4,day,Town10HD_Opt,544.111,9.069,2026-03-14T15:54:04.110830,66,0.497
participant_12,5,day,Town10HD_Opt,299.071,4.985,2026-03-14T16:04:59.071258,67,0.432
participant_12,6,day,Town10HD_Opt,294.497,4.908,2026-03-14T16:19:54.496654,68,0.503
participant_12,7,day,Town10HD_Opt,299.088,4.985,2026-03-14T16:34:59.088125,69,0.508
participant_12,8,day,Town10HD_Opt,298.272,4.971,2026-03-14T16:49:58.271824,65,0.536
participant_12,9,day,Town10HD_Opt,299.194,4.987,2026-03-14T17:04:59.193665,66,0.48
participant_12,10,day,Town10HD_Opt,299.088,4.985,2026-03-14T17:19:59.088125,66,0.55
participant_13,1,day,Town10HD_Opt,293.933,4.899,2026-03-15T08:04:53.932845,95,0.265
participant_13,2,day,Town10HD_Opt,299.071,4.985,2026-03-15T08:19:59.071258,94,0.448
participant_13,3,day,Town10HD_Opt,239.086,3.985,2026-03-15T08:33:59.086072,95,0.364
participant_13,4,day,Town10HD_Opt,298.272,4.971,2026-03-15T08:49:58.271824,92,0.526
participant_13,5,day,Town10HD_Opt,299.146,4.986,2026-03-15T09:04:59.146057,97,0.481
participant_13,6,day,Town10HD_Opt,293.891,4.898,2026-03-15T09:19:53.891110,95,0.487
participant_13,7,day,Town10HD_Opt,164.006,2.733,2026-03-15T09:32:44.005963,93,0.521
participant_13,8,day,Town10HD_Opt,299.071,4.985,2026-03-15T09:49:59.071258,94,0.544
participant_14,1,day,Town10HD_Opt,239.086,3.985,2026-03-15T10:03:59.086072,64,0.392
participant_13,9,day,Town10HD_Opt,298.072,4.968,2026-03-15T10:04:58.071849,97,0.481
participant_14,2,day,Town10HD_Opt,298.072,4.968,2026-03-15T10:19:58.071849,64,0.469
participant_13,10,day,Town10HD_Opt,299.071,4.985,2026-03-15T10:19:59.071258,92,0.567
participant_14,3,day,Town10HD_Opt,239.086,3.985,2026-03-15T10:33:59.086072,66,0.437
participant_14,4,day,Town10HD_Opt,293.933,4.899,2026-03-15T10:49:53.932845,63,0.53
participant_14,5,day,Town10HD_Opt,293.933,4.899,2026-03-15T11:04:53.932845,64,0.434
participant_14,6,day,Town10HD_Opt,299.146,4.986,2026-03-15T11:19:59.146057,65,0.441
participant_14,7,day,Town10HD_Opt,298.212,4.97,2026-03-15T11:34:58.211775,64,0.472
participant_14,8,day,Town10HD_Opt,299.146,4.986,2026-03-15T11:49:59.146057,65,0.519
participant_14,9,day,Town10HD_Opt,298.272,4.971,2026-03-15T12:04:58.271824,65,0.508
participant_14,10,day,Town10HD_Opt,294.332,4.906,2026-03-15T12:19:54.332257,63,0.592
participant_15,1,day,Town10HD_Opt,299.194,4.987,2026-03-15T13:04:59.193665,57,0.287
participant_15,2,day,Town10HD_Opt,299.071,4.985,2026-03-15T13:19:59.071258,57,0.418
participant_15,3,day,Town10HD_Opt,294.497,4.908,2026-03-15T13:34:54.496654,54,0.291
participant_15,4,day,Town10HD_Opt,151.438,2.524,2026-03-15T13:47:31.437812,57,0.525
participant_15,5,day,Town10HD_Opt,298.072,4.968,2026-03-15T14:04:58.071849,57,0.375
participant_15,6,day,Town10HD_Opt,164.006,2.733,2026-03-15T14:17:44.005963,57,0.348
participant_15,7,day,Town10HD_Opt,299.146,4.986,2026-03-15T14:34:59.146057,58,0.519
participant_15,8,day,Town10HD_Opt,164.006,2.733,2026-03-15T14:47:44.005963,58,0.588
participant_15,9,day,Town10HD_Opt,151.438,2.524,2026-03-15T15:02:31.437812,58,0.505
participant_16,1,day,Town10HD_Opt,298.072,4.968,2026-03-15T15:04:58.071849,81,0.405
participant_16,2,day,Town10HD_Opt,298.072,4.968,2026-03-15T15:19:58.071849,82,0.382
participant_15,10,day,Town10HD_Opt,299.071,4.985,2026-03-15T15:19:59.071258,57,0.422
participant_16,3,day,Town10HD_Opt,299.071,4.985,2026-03-15T15:34:59.071258,81,0.411
participant_16,4,day,Town10HD_Opt,299.146,4.986,2026-03-15T15:49:59.146057,81,0.45
participant_16,5,day,Town10HD_Opt,164.006,2.733,2026-03-15T16:02:44.005963,79,0.51
participant_16,6,day,Town10HD_Opt,298.081,4.968,2026-03-15T16:19:58.080694,81,0.469
participant_16,7,day,Town10HD_Opt,298.16,4.969,2026-03-15T16:34:58.160434,81,0.549
participant_16,8,day,Town10HD_Opt,164.006,2.733,2026-03-15T16:47:44.005963,81,0.546
participant_16,9,day,Town10HD_Opt,298.212,4.97,2026-03-15T17:04:58.211775,82,0.479
participant_16,10,day,Town10HD_Opt,293.007,4.883,2026-03-15T17:19:53.007136,84,0.452
participant_17,1,day,Town10HD_Opt,164.006,2.733,2026-03-16T08:02:44.005963,56,0.458
participant_17,2,day,Town10HD_Opt,239.086,3.985,2026-03-16T08:18:59.086072,56,0.525
participant_17,3,day,Town10HD_Opt,293.548,4.892,2026-03-16T08:34:53.547516,55,0.491
participant_17,4,day,Town10HD_Opt,293.891,4.898,2026-03-16T08:49:53.891110,57,0.51
participant_17,5,day,Town10HD_Opt,298.272,4.971,2026-03-16T09:04:58.271824,57,0.521
participant_17,6,day,Town10HD_Opt,299.256,4.988,2026-03-16T09:19:59.256363,56,0.424
participant_17,7,day,Town10HD_Opt,298.072,4.968,2026-03-16T09:34:58.071849,57,0.563
participant_17,8,day,Town10HD_Opt,299.088,4.985,2026-03-16T09:49:59.088125,57,0.531
participant_17,9,day,Town10HD_Opt,298.16,4.969,2026-03-16T10:04:58.160434,58,0.586
participant_18,1,day,Town10HD_Opt,298.16,4.969,2026-03-16T10:04:58.160434,71,0.56
participant_18,2,day,Town10HD_Opt,164.006,2.733,2026-03-16T10:17:44.005963,69,0.552
participant_17,10,day,Town10HD_Opt,293.891,4.898,2026-03-16T10:19:53.891110,57,0.581
participant_18,3,day,Town10HD_Opt,299.256,4.988,2026-03-16T10:34:59.256363,70,0.605
participant_18,4,day,Town10HD_Opt,239.086,3.985,2026-03-16T10:48:59.086072,71,0.52
participant_18,5,day,Town10HD_Opt,299.194,4.987,2026-03-16T11:04:59.193665,69,0.551
participant_18,6,day,Town10HD_Opt,293.007,4.883,2026-03-16T11:19:53.007136,70,0.636
participant_18,7,day,Town10HD_Opt,151.438,2.524,2026-03-16T11:32:31.437812,70,0.594
participant_18,8,day,Town10HD_Opt,298.212,4.97,2026-03-16T11:49:58.211775,70,0.612
participant_18,9,day,Town10HD_Opt,164.006,2.733,2026-03-16T12:02:44.005963,71,0.658
participant_18,10,day,Town10HD_Opt,293.891,4.898,2026-03-16T12:19:53.891110,71,0.604
participant_19,1,day,Town10HD_Opt,298.212,4.97,2026-03-16T13:04:58.211775,64,0.317
participant_19,2,day,Town10HD_Opt,299.071,4.985,2026-03-16T13:19:59.071258,67,0.512
participant_19,3,day,Town10HD_Opt,298.16,4.969,2026-03-16T13:34:58.160434,65,0.553
participant_19,4,day,Town10HD_Opt,294.332,4.906,2026-03-16T13:49:54.332257,65,0.401
participant_19,5,day,Town10HD_Opt,298.081,4.968,2026-03-16T14:04:58.080694,67,0.461
participant_19,6,day,Town10HD_Opt,299.146,4.986,2026-03-16T14:19:59.146057,67,0.484
participant_19,7,day,Town10HD_Opt,299.256,4.988,2026-03-16T14:34:59.256363,67,0.407
participant_19,8,day,Town10HD_Opt,294.497,4.908,2026-03-16T14:49:54.496654,65,0.619
participant_19,9,day,Town10HD_Opt,239.086,3.985,2026-03-16T15:03:59.086072,66,0.561
participant_20,1,day,Town10HD_Opt,292.986,4.883,2026-03-16T15:04:52.985675,80,0.242
participant_20,2,day,Town10HD_Opt,239.086,3.985,2026-03-16T15:18:59.086072,81,0.254
participant_19,10,day,Town10HD_Opt,298.081,4.968,2026-03-16T15:19:58.080694,65,0.476
participant_20,3,day,Town10HD_Opt,298.072,4.968,2026-03-16T15:34:58.071849,81,0.114
participant_20,4,day,Town10HD_Opt,293.548,4.892,2026-03-16T15:49:53.547516,79,0.303
participant_20,5,day,Town10HD_Opt,299.256,4.988,2026-03-16T16:04:59.256363,82,0.233
participant_20,6,day,Town10HD_Opt,299.088,4.985,2026-03-16T16:19:59.088125,84,0.22
participant_20,7,day,Town10HD_Opt,151.438,2.524,2026-03-16T16:32:31.437812,81,0.28
participant_20,8,day,Town10HD_Opt,298.081,4.968,2026-03-16T16:49:58.080694,79,0.399
participant_20,9,day,Town10HD_Opt,299.146,4.986,2026-03-16T17:04:59.146057,80,0.316
participant_20,10,day,Town10HD_Opt,299.071,4.985,2026-03-16T17:19:59.071258,80,0.316
participant_21,1,day,Town10HD_Opt,299.088,4.985,2026-03-17T08:04:59.088125,74,0.283
participant_21,2,day,Town10HD_Opt,298.212,4.97,2026-03-17T08:19:58.211775,76,0.458
participant_21,3,day,Town10HD_Opt,294.497,4.908,2026-03-17T08:34:54.496654,79,0.297
participant_21,4,day,Town10HD_Opt,293.933,4.899,2026-03-17T08:49:53.932845,76,0.242
participant_21,5,day,Town10HD_Opt,151.438,2.524,2026-03-17T09:02:31.437812,74,0.38
participant_21,6,day,Town10HD_Opt,294.332,4.906,2026-03-17T09:19:54.332257,75,0.35
participant_21,7,day,Town10HD_Opt,164.006,2.733,2026-03-17T09:32:44.005963,76,0.427
participant_21,8,day,Town10HD_Opt,299.071,4.985,2026-03-17T09:49:59.071258,76,0.455
participant_21,9,day,Town10HD_Opt,294.33,4.906,2026-03-17T10:04:54.330447,76,0.439
participant_22,1,day,Town10HD_Opt,294.332,4.906,2026-03-17T10:04:54.332257,59,0.325
participant_22,2,day,Town10HD_Opt,293.933,4.899,2026-03-17T10:19:53.932845,60,0.395
participant_21,10,day,Town10HD_Opt,294.332,4.906,2026-03-17T10:19:54.332257,77,0.556
participant_22,3,day,Town10HD_Opt,299.194,4.987,2026-03-17T10:34:59.193665,57,0.341
participant_22,4,day,Town10HD_Opt,299.146,4.986,2026-03-17T10:49:59.146057,57,0.357
participant_22,5,day,Town10HD_Opt,544.111,9.069,2026-03-17T11:09:04.110830,58,0.451
participant_22,6,day,Town10HD_Opt,293.007,4.883,2026-03-17T11:19:53.007136,58,0.406
participant_22,7,day,Town10HD_Opt,293.891,4.898,2026-03-17T11:34:53.891110,57,0.35
participant_22,8,day,Town10HD_Opt,293.007,4.883,2026-03-17T11:49:53.007136,58,0.425
participant_22,9,day,Town10HD_Opt,294.332,4.906,2026-03-17T12:04:54.332257,60,0.325
participant_22,10,day,Town10HD_Opt,299.256,4.988,2026-03-17T12:19:59.256363,60,0.367
participant_23,1,day,Town10HD_Opt,299.088,4.985,2026-03-17T13:04:59.088125,86,0.589
participant_23,2,day,Town10HD_Opt,293.933,4.899,2026-03-17T13:19:53.932845,89,0.695
participant_23,3,day,Town10HD_Opt,299.071,4.985,2026-03-17T13:34:59.071258,88,0.635
participant_23,4,day,Town10HD_Opt,298.212,4.97,2026-03-17T13:49:58.211775,88,0.656
participant_23,5,day,Town10HD_Opt,293.891,4.898,2026-03-17T14:04:53.891110,89,0.661
participant_23,6,day,Town10HD_Opt,293.891,4.898,2026-03-17T14:19:53.891110,88,0.666
participant_23,7,day,Town10HD_Opt,293.548,4.892,2026-03-17T14:34:53.547516,87,0.759
participant_23,8,day,Town10HD_Opt,151.438,2.524,2026-03-17T14:47:31.437812,87,0.702
participant_24,1,day,Town10HD_Opt,292.986,4.883,2026-03-17T15:04:52.985675,79,0.471
participant_23,9,day,Town10HD_Opt,298.081,4.968,2026-03-17T15:04:58.080694,89,0.684
participant_24,2,day,Town10HD_Opt,293.548,4.892,2026-03-17T15:19:53.547516,77,0.458
participant_23,10,day,Town10HD_Opt,299.071,4.985,2026-03-17T15:19:59.071258,88,0.726
participant_24,3,day,Town10HD_Opt,294.33,4.906,2026-03-17T15:34:54.330447,81,0.584
participant_24,4,day,Town10HD_Opt,151.438,2.524,2026-03-17T15:47:31.437812,80,0.505
participant_24,5,day,Town10HD_Opt,293.548,4.892,2026-03-17T16:04:53.547516,81,0.513
participant_24,6,day,Town10HD_Opt,544.111,9.069,2026-03-17T16:24:04.110830,81,0.544
participant_24,7,day,Town10HD_Opt,298.272,4.971,2026-03-17T16:34:58.271824,79,0.493
participant_24,8,day,Town10HD_Opt,299.146,4.986,2026-03-17T16:49:59.146057,78,0.531
participant_24,9,day,Town10HD_Opt,293.891,4.898,2026-03-17T17:04:53.891110,81,0.606
participant_24,10,day,Town10HD_Opt,299.194,4.987,2026-03-17T17:19:59.193665,83,0.537
participant_25,1,day,Town10HD_Opt,292.986,4.883,2026-03-18T08:04:52.985675,73,0.276
participant_25,2,day,Town10HD_Opt,298.212,4.97,2026-03-18T08:19:58.211775,74,0.35
participant_25,3,day,Town10HD_Opt,239.086,3.985,2026-03-18T08:33:59.086072,71,0.395
participant_25,4,day,Town10HD_Opt,299.071,4.985,2026-03-18T08:49:59.071258,73,0.376
participant_25,5,day,Town10HD_Opt,298.081,4.968,2026-03-18T09:04:58.080694,73,0.448
participant_25,6,day,Town10HD_Opt,299.071,4.985,2026-03-18T09:19:59.071258,73,0.436
participant_25,7,day,Town10HD_Opt,299.256,4.988,2026-03-18T09:34:59.256363,74,0.428
participant_25,8,day,Town10HD_Opt,293.891,4.898,2026-03-18T09:49:53.891110,72,0.374
participant_26,1,day,Town10HD_Opt,293.933,4.899,2026-03-18T10:04:53.932845,94,0.552
participant_25,9,day,Town10HD_Opt,299.071,4.985,2026-03-18T10:04:59.071258,73,0.511
participant_26,2,day,Town10HD_Opt,293.891,4.898,2026-03-18T10:19:53.891110,94,0.47
participant_25,10,day,Town10HD_Opt,293.933,4.899,2026-03-18T10:19:53.932845,72,0.325
participant_26,3,day,Town10HD_Opt,298.072,4.968,2026-03-18T10:34:58.071849,94,0.509
participant_26,4,day,Town10HD_Opt,544.111,9.069,2026-03-18T10:54:04.110830,93,0.522
participant_26,5,day,Town10HD_Opt,293.891,4.898,2026-03-18T11:04:53.891110,96,0.559
participant_26,6,day,Town10HD_Opt,293.007,4.883,2026-03-18T11:19:53.007136,95,0.571
participant_26,7,day,Town10HD_Opt,299.146,4.986,2026-03-18T11:34:59.146057,92,0.5
participant_26,8,day,Town10HD_Opt,298.16,4.969,2026-03-18T11:49:58.160434,93,0.452
participant_26,9,day,Town10HD_Opt,294.33,4.906,2026-03-18T12:04:54.330447,94,0.574
participant_26,10,day,Town10HD_Opt,239.086,3.985,2026-03-18T12:18:59.086072,94,0.53
participant_27,1,day,Town10HD_Opt,298.072,4.968,2026-03-18T13:04:58.071849,93,0.231
participant_27,2,day,Town10HD_Opt,299.071,4.985,2026-03-18T13:19:59.071258,91,0.17
participant_27,3,day,Town10HD_Opt,299.146,4.986,2026-03-18T13:34:59.146057,90,0.211
participant_27,4,day,Town10HD_Opt,294.33,4.906,2026-03-18T13:49:54.330447,92,0.334
participant_27,5,day,Town10HD_Opt,298.16,4.969,2026-03-18T14:04:58.160434,90,0.249
participant_27,6,day,Town10HD_Opt,299.256,4.988,2026-03-18T14:19:59.256363,90,0.44
participant_27,7,day,Town10HD_Opt,299.146,4.986,2026-03-18T14:34:59.146057,88,0.227
participant_27,8,day,Town10HD_Opt,544.111,9.069,2026-03-18T14:54:04.110830,90,0.306
participant_28,1,day,Town10HD_Opt,299.071,4.985,2026-03-18T15:04:59.071258,92,0.442
participant_27,9,day,Town10HD_Opt,299.146,4.986,2026-03-18T15:04:59.146057,89,0.268
participant_28,2,day,Town10HD_Opt,239.086,3.985,2026-03-18T15:18:59.086072,93,0.492
participant_27,10,day,Town10HD_Opt,298.072,4.968,2026-03-18T15:19:58.071849,91,0.315
participant_28,3,day,Town10HD_Opt,298.212,4.97,2026-03-18T15:34:58.211775,90,0.41
participant_28,4,day,Town10HD_Opt,544.111,9.069,2026-03-18T15:54:04.110830,92,0.47
participant_28,5,day,Town10HD_Opt,298.072,4.968,2026-03-18T16:04:58.071849,91,0.459
participant_28,6,day,Town10HD_Opt,299.071,4.985,2026-03-18T16:19:59.071258,96,0.521
participant_28,7,day,Town10HD_Opt,294.332,4.906,2026-03-18T16:34:54.332257,93,0.498
participant_28,8,day,Town10HD_Opt,299.146,4.986,2026-03-18T16:49:59.146057,93,0.548
participant_28,9,day,Town10HD_Opt,293.548,4.892,2026-03-18T17:04:53.547516,90,0.499
participant_28,10,day,Town10HD_Opt,293.007,4.883,2026-03-18T17:19:53.007136,93,0.501
participant_29,1,day,Town10HD_Opt,292.986,4.883,2026-03-19T08:04:52.985675,62,0.36
participant_29,2,day,Town10HD_Opt,298.16,4.969,2026-03-19T08:19:58.160434,66,0.495
participant_29,3,day,Town10HD_Opt,298.072,4.968,2026-03-19T08:34:58.071849,64,0.416
