user_id,run_id,weather,map_name,start_x,start_y,start_z,end_x,end_y,end_z,speed_kmh_start,speed_kmh_end,steer_angle_deg_start,steer_angle_deg_end,timestamp_start,timestamp_end,details
participant_01,7.0,day,Town10HD_Opt,-3.6784121990203857,29.60106468200684,0.0023028554860502,-3.6784121990203857,29.60106468200684,0.0023028554860502,29.042,29.042,-3.441,-3.441,2026-03-05 10:33:08.118314,2026-03-05 10:33:11.657352,window_2
participant_01,7.0,day,Town10HD_Opt,42.37923812866211,43.1741828918457,0.0020567697938531,42.37923812866211,43.1741828918457,0.0020567697938531,14.133,14.133,13.721,13.721,2026-03-05 10:33:19.522646,2026-03-05 10:33:24.778010,window_2
participant_01,7.0,day,Town10HD_Opt,66.33246612548828,70.27876281738281,0.0020469275768846,66.33246612548828,70.27876281738281,0.0020469275768846,15.125,15.125,1.913,1.913,2026-03-05 10:33:31.449449,2026-03-05 10:33:35.306768,window_1
participant_01,7.0,day,Town10HD_Opt,83.08297729492188,70.44586944580078,0.0019417951116338,83.08297729492188,70.44586944580078,0.0019417951116338,2.371,2.371,0.486,0.486,2026-03-05 10:33:42.106816,2026-03-05 10:33:46.339712,window_2
participant_01,7.0,day,Town10HD_Opt,94.71624755859376,111.45018005371094,0.0020771787967532,94.71624755859376,111.45018005371094,0.0020771787967532,39.497,39.497,1.904,1.904,2026-03-05 10:33:53.940544,2026-03-05 10:33:59.185082,window_1
participant_01,7.0,day,Town10HD_Opt,-2.507546186447144,134.57737731933594,0.0022932805586606,-2.507546186447144,134.57737731933594,0.0022932805586606,25.998,25.998,-2.897,-2.897,2026-03-05 10:34:08.439800,2026-03-05 10:34:11.772562,window_2
participant_01,7.0,day,Town10HD_Opt,-21.14898109436035,135.18190002441406,0.0019715116359293,-21.14898109436035,135.18190002441406,0.0019715116359293,7.336,7.336,4.485,4.485,2026-03-05 10:34:16.129147,2026-03-05 10:34:20.619759,window_1
participant_01,7.0,day,Town10HD_Opt,-32.60641098022461,70.51266479492188,0.0022478096652776,-32.60641098022461,70.51266479492188,0.0022478096652776,18.74,18.74,5.413,5.413,2026-03-05 10:34:31.869562,2026-03-05 10:34:35.746529,window_2
participant_01,7.0,day,Town10HD_Opt,21.5416259765625,69.99037170410156,0.0020497508812695,21.5416259765625,69.99037170410156,0.0020497508812695,11.499,11.499,3.184,3.184,2026-03-05 10:34:43.328754,2026-03-05 10:34:46.084803,window_1
participant_01,8.0,day,Town10HD_Opt,-41.66858673095703,89.7454833984375,0.001918182359077,-41.66858673095703,89.7454833984375,0.001918182359077,0.0,0.0,0.0,0.0,2026-03-05 10:45:12.434348,2026-03-05 10:45:15.708011,window_2
participant_01,8.0,day,Town10HD_Opt,-14.95085906982422,71.25276184082031,0.0020709610544145,-14.95085906982422,71.25276184082031,0.0020709610544145,28.675,28.675,-1.048,-1.048,2026-03-05 10:45:24.283420,2026-03-05 10:45:28.048532,window_2
participant_01,8.0,day,Town10HD_Opt,31.12728881835937,68.90680694580078,0.0020619581919163,31.12728881835937,68.90680694580078,0.0020619581919163,17.726,17.726,-9.279,-9.279,2026-03-05 10:45:36.103930,2026-03-05 10:45:39.118968,window_1
participant_01,8.0,day,Town10HD_Opt,47.7983283996582,30.94474983215332,0.0019890593830496,47.7983283996582,30.94474983215332,0.0019890593830496,26.224,26.224,18.85,18.85,2026-03-05 10:45:47.871280,2026-03-05 10:45:52.839032,window_2
participant_01,8.0,day,Town10HD_Opt,81.48358917236328,25.698381423950195,0.001919021597132,81.48358917236328,25.698381423950195,0.001919021597132,0.002,0.002,0.724,0.724,2026-03-05 10:45:58.794692,2026-03-05 10:46:03.024241,window_2
participant_01,8.0,day,Town10HD_Opt,81.4845962524414,25.698381423950195,0.0019189452286809,81.4845962524414,25.698381423950195,0.0019189452286809,0.006,0.006,-0.28,-0.28,2026-03-05 10:46:08.471474,2026-03-05 10:46:12.187218,window_2
participant_01,8.0,day,Town10HD_Opt,104.24838256835938,15.871356964111328,0.0024120712187141,104.24838256835938,15.871356964111328,0.0024120712187141,36.081,36.081,-13.982,-13.982,2026-03-05 10:46:21.744595,2026-03-05 10:46:24.863859,window_2
participant_01,8.0,day,Town10HD_Opt,104.2948226928711,-39.56124114990234,0.002139511052519,104.2948226928711,-39.56124114990234,0.002139511052519,33.121,33.121,-5.839,-5.839,2026-03-05 10:46:30.995233,2026-03-05 10:46:34.286284,window_1
participant_01,8.0,day,Town10HD_Opt,37.67386245727539,-66.79371643066406,0.0018868255428969,37.67386245727539,-66.79371643066406,0.0018868255428969,38.167,38.167,0.031,0.031,2026-03-05 10:46:44.166956,2026-03-05 10:46:48.459195,window_2
participant_01,8.0,day,Town10HD_Opt,-20.59395408630371,-65.1176528930664,0.0020421599037945,-20.59395408630371,-65.1176528930664,0.0020421599037945,8.863,8.863,5.574,5.574,2026-03-05 10:46:56.980608,2026-03-05 10:47:00.963430,window_2
participant_01,8.0,day,Town10HD_Opt,-106.61307525634766,-40.74251174926758,0.0022848891094326,-106.61307525634766,-40.74251174926758,0.0022848891094326,38.952,38.952,-3.648,-3.648,2026-03-05 10:47:11.219511,2026-03-05 10:47:14.975823,window_2
participant_01,8.0,day,Town10HD_Opt,-110.9852523803711,-4.970561504364014,0.0019190596649423,-110.9852523803711,-4.970561504364014,0.0019190596649423,0.0,0.0,-0.949,-0.949,2026-03-05 10:47:24.176454,2026-03-05 10:47:27.942562,window_2
participant_01,8.0,day,Town10HD_Opt,-110.9852523803711,-4.97052526473999,0.0019189834129065,-110.9852523803711,-4.97052526473999,0.0019189834129065,0.0,0.0,-0.787,-0.787,2026-03-05 10:47:34.259109,2026-03-05 10:47:38.973210,window_1
participant_01,8.0,day,Town10HD_Opt,-110.99505615234376,-3.388199806213379,0.0014137648977339,-110.99505615234376,-3.388199806213379,0.0014137648977339,17.44,17.44,-0.689,-0.689,2026-03-05 10:47:44.678188,2026-03-05 10:47:49.491146,window_1
participant_01,8.0,day,Town10HD_Opt,-79.0470962524414,24.88551521301269,0.0018809508765116,-79.0470962524414,24.88551521301269,0.0018809508765116,9.774,9.774,-1.398,-1.398,2026-03-05 10:47:56.962851,2026-03-05 10:48:00.328932,window_2
participant_01,8.0,day,Town10HD_Opt,-22.33840560913086,26.962072372436523,0.0021269607823342,-22.33840560913086,26.962072372436523,0.0021269607823342,46.743,46.743,-2.367,-2.367,2026-03-05 10:48:10.596875,2026-03-05 10:48:15.261474,window_2
participant_01,8.0,day,Town10HD_Opt,40.10599899291992,45.33053970336914,0.0020144653972238,40.10599899291992,45.33053970336914,0.0020144653972238,12.011,12.011,-0.021,-0.021,2026-03-05 10:48:23.490633,2026-03-05 10:48:27.418784,window_1
participant_01,8.0,day,Town10HD_Opt,72.28655242919922,70.64580535888672,0.001996879465878,72.28655242919922,70.64580535888672,0.001996879465878,15.177,15.177,-0.049,-0.049,2026-03-05 10:48:38.204031,2026-03-05 10:48:41.109035,window_2
participant_01,8.0,day,Town10HD_Opt,100.84874725341795,75.69488525390625,0.0018943023169413,100.84874725341795,75.69488525390625,0.0018943023169413,13.506,13.506,21.097,21.097,2026-03-05 10:48:47.725733,2026-03-05 10:48:50.319282,window_2
participant_01,8.0,day,Town10HD_Opt,88.95000457763672,118.74215698242188,0.0021455383393913,88.95000457763672,118.74215698242188,0.0021455383393913,33.174,33.174,5.007,5.007,2026-03-05 10:48:56.607063,2026-03-05 10:49:01.631652,window_1
participant_01,8.0,day,Town10HD_Opt,21.67757797241211,131.613037109375,0.0021923445165157,21.67757797241211,131.613037109375,0.0021923445165157,27.64,27.64,0.233,0.233,2026-03-05 10:49:09.562750,2026-03-05 10:49:13.853279,window_2
participant_01,8.0,day,Town10HD_Opt,-20.11758804321289,130.89674377441406,0.0019622039981186,-20.11758804321289,130.89674377441406,0.0019622039981186,4.564,4.564,0.172,0.172,2026-03-05 10:49:22.331023,2026-03-05 10:49:26.253735,window_1
participant_01,8.0,day,Town10HD_Opt,-41.62656021118164,116.25423431396484,0.0021069336216896,-41.62656021118164,116.25423431396484,0.0021069336216896,22.66,22.66,3.328,3.328,2026-03-05 10:49:31.795857,2026-03-05 10:49:36.480423,window_1
participant_01,8.0,day,Town10HD_Opt,-27.057411193847656,69.58606719970703,0.0022422026377171,-27.057411193847656,69.58606719970703,0.0022422026377171,22.977,22.977,3.452,3.452,2026-03-05 10:49:45.337562,2026-03-05 10:49:49.632420,window_1
participant_01,9.0,day,Town10HD_Opt,-28.210866928100582,69.42436981201172,0.0018905258039012,-28.210866928100582,69.42436981201172,0.0018905258039012,39.427,39.427,2.511,2.511,2026-03-05 11:00:09.901809,2026-03-05 11:00:13.596671,window_2
participant_01,9.0,day,Town10HD_Opt,37.025299072265625,66.10525512695312,0.0019462584750726,37.025299072265625,66.10525512695312,0.0019462584750726,31.002,31.002,-5.257,-5.257,2026-03-05 11:00:21.192495,2026-03-05 11:00:24.956566,window_1
participant_01,9.0,day,Town10HD_Opt,64.04143524169922,25.1059684753418,0.0020358657930046,64.04143524169922,25.1059684753418,0.0020358657930046,12.392,12.392,1.542,1.542,2026-03-05 11:00:33.950767,2026-03-05 11:00:36.460806,window_1
participant_01,9.0,day,Town10HD_Opt,77.37723541259766,24.63260269165039,0.0019198989029973,77.37723541259766,24.63260269165039,0.0019198989029973,0.0,0.0,0.348,0.348,2026-03-05 11:00:43.777828,2026-03-05 11:00:47.139545,window_2
participant_01,9.0,day,Town10HD_Opt,105.15064239501952,8.36112117767334,0.0019525146344676,105.15064239501952,8.36112117767334,0.0019525146344676,16.808,16.808,-2.108,-2.108,2026-03-05 11:00:56.049197,2026-03-05 11:01:00.316523,window_2
participant_01,9.0,day,Town10HD_Opt,98.0078582763672,-49.66786575317383,0.002347755478695,98.0078582763672,-49.66786575317383,0.002347755478695,30.416,30.416,-8.008,-8.008,2026-03-05 11:01:04.841307,2026-03-05 11:01:10.304474,window_1
participant_01,9.0,day,Town10HD_Opt,48.25267028808594,-65.88870239257812,0.0016633224440738,48.25267028808594,-65.88870239257812,0.0016633224440738,32.408,32.408,-3.902,-3.902,2026-03-05 11:01:16.189062,2026-03-05 11:01:19.863952,window_2
participant_01,9.0,day,Town10HD_Opt,-16.887191772460938,-64.48348236083984,0.0015267943963408,-16.887191772460938,-64.48348236083984,0.0015267943963408,40.966,40.966,-1.535,-1.535,2026-03-05 11:01:26.499570,2026-03-05 11:01:31.849454,window_1
participant_01,9.0,day,Town10HD_Opt,-109.9649658203125,-19.413026809692383,0.0023465729318559,-109.9649658203125,-19.413026809692383,0.0023465729318559,28.926,28.926,-0.67,-0.67,2026-03-05 11:01:38.705928,2026-03-05 11:01:42.971591,window_1
participant_01,9.0,day,Town10HD_Opt,-110.76128387451172,-6.831332683563232,0.0019191741012036,-110.76128387451172,-6.831332683563232,0.0019191741012036,0.0,0.0,-0.498,-0.498,2026-03-05 11:01:52.895375,2026-03-05 11:01:58.229571,window_1
participant_01,9.0,day,Town10HD_Opt,-101.34172821044922,27.51283073425293,0.0020456695929169,-101.34172821044922,27.51283073425293,0.0020456695929169,49.074,49.074,-11.655,-11.655,2026-03-05 11:02:08.376009,2026-03-05 11:02:13.843564,window_1
participant_01,9.0,day,Town10HD_Opt,29.68926239013672,27.95186996459961,0.0023081589024513,29.68926239013672,27.95186996459961,0.0023081589024513,28.651,28.651,13.239,13.239,2026-03-05 11:02:25.723414,2026-03-05 11:02:28.918429,window_2
participant_01,9.0,day,Town10HD_Opt,40.7485237121582,59.30192184448242,0.0018063354073092,40.7485237121582,59.30192184448242,0.0018063354073092,25.032,25.032,-14.624,-14.624,2026-03-05 11:02:38.530485,2026-03-05 11:02:41.722193,window_1
participant_01,9.0,day,Town10HD_Opt,99.72230529785156,96.20488739013672,0.0020409391727298,99.72230529785156,96.20488739013672,0.0020409391727298,50.175,50.175,-0.404,-0.404,2026-03-05 11:02:49.722442,2026-03-05 11:02:52.914451,window_2
participant_01,9.0,day,Town10HD_Opt,23.45455551147461,132.65805053710938,0.0020122528076171,23.45455551147461,132.65805053710938,0.0020122528076171,49.968,49.968,0.24,0.24,2026-03-05 11:03:00.363213,2026-03-05 11:03:02.973409,window_2
participant_01,9.0,day,Town10HD_Opt,-43.62546920776367,93.26710510253906,0.0023366545792669,-43.62546920776367,93.26710510253906,0.0023366545792669,34.203,34.203,0.038,0.038,2026-03-05 11:03:12.222928,2026-03-05 11:03:15.773304,window_1
participant_01,9.0,day,Town10HD_Opt,18.54395866394043,69.74429321289062,0.0020152281504124,18.54395866394043,69.74429321289062,0.0020152281504124,9.559,9.559,-0.999,-0.999,2026-03-05 11:03:24.279829,2026-03-05 11:03:27.428801,window_1
participant_01,9.0,day,Town10HD_Opt,56.81583023071289,28.044538497924805,0.0019948577973991,56.81583023071289,28.044538497924805,0.0019948577973991,38.136,38.136,2.763,2.763,2026-03-05 11:03:37.836906,2026-03-05 11:03:43.321629,window_1
participant_01,9.0,day,Town10HD_Opt,105.23768615722656,-31.21427726745605,0.0021050262730568,105.23768615722656,-31.21427726745605,0.0021050262730568,43.197,43.197,-3.137,-3.137,2026-03-05 11:03:50.184586,2026-03-05 11:03:54.230330,window_2
participant_01,9.0,day,Town10HD_Opt,-3.45912766456604,-64.8863525390625,0.0019824982155114,-3.45912766456604,-64.8863525390625,0.0019824982155114,22.133,22.133,-4.865,-4.865,2026-03-05 11:04:03.044135,2026-03-05 11:04:06.005823,window_2
participant_01,9.0,day,Town10HD_Opt,-24.189077377319336,-64.75942993164062,0.0019193267216905,-24.189077377319336,-64.75942993164062,0.0019193267216905,0.0,0.0,0.182,0.182,2026-03-05 11:04:13.797009,2026-03-05 11:04:18.165821,window_1
participant_01,9.0,day,Town10HD_Opt,-48.69296646118164,-35.57815170288086,0.0020241546444594,-48.69296646118164,-35.57815170288086,0.0020241546444594,34.797,34.797,-0.079,-0.079,2026-03-05 11:04:26.269180,2026-03-05 11:04:30.548000,window_2
participant_01,9.0,day,Town10HD_Opt,-48.68672561645508,42.46702575683594,0.0019531631842255,-48.68672561645508,42.46702575683594,0.0019531631842255,34.761,34.761,0.0,0.0,2026-03-05 11:04:40.320750,2026-03-05 11:04:44.193046,window_2
participant_01,9.0,day,Town10HD_Opt,-51.96699142456055,96.94977569580078,0.0022295378148555,-51.96699142456055,96.94977569580078,0.0022295378148555,0.001,0.001,-1.699,-1.699,2026-03-05 11:04:51.083646,2026-03-05 11:04:53.972191,window_1
participant_01,10.0,day,Town10HD_Opt,-35.85390090942383,72.55924224853516,0.002095298608765,-35.85390090942383,72.55924224853516,0.002095298608765,21.216,21.216,10.884,10.884,2026-03-05 11:15:08.471454,2026-03-05 11:15:12.717965,window_1
participant_01,10.0,day,Town10HD_Opt,0.9311225414276124,68.11631774902344,0.0016923530492931,0.9311225414276124,68.11631774902344,0.0016923530492931,18.311,18.311,5.642,5.642,2026-03-05 11:15:18.044125,2026-03-05 11:15:20.768208,window_2
participant_01,10.0,day,Town10HD_Opt,33.29835510253906,68.65257263183594,0.0019729994237422,33.29835510253906,68.65257263183594,0.0019729994237422,8.806,8.806,-7.275,-7.275,2026-03-05 11:15:30.629877,2026-03-05 11:15:36.050344,window_1
participant_01,10.0,day,Town10HD_Opt,44.6326789855957,42.04509353637695,0.0018479159334674,44.6326789855957,42.04509353637695,0.0018479159334674,14.405,14.405,6.983,6.983,2026-03-05 11:15:43.767282,2026-03-05 11:15:48.210003,window_2
participant_01,10.0,day,Town10HD_Opt,74.59008026123047,25.32138633728028,0.0019239424727857,74.59008026123047,25.32138633728028,0.0019239424727857,0.0,0.0,-0.674,-0.674,2026-03-05 11:15:57.341147,2026-03-05 11:15:59.914908,window_1
participant_01,10.0,day,Town10HD_Opt,74.61344909667969,25.320356369018555,0.0019193649059161,74.61344909667969,25.320356369018555,0.0019193649059161,0.103,0.103,2.003,2.003,2026-03-05 11:16:09.418293,2026-03-05 11:16:13.033794,window_2
participant_01,10.0,day,Town10HD_Opt,104.10049438476562,12.530983924865724,0.0019609071314334,104.10049438476562,12.530983924865724,0.0019609071314334,23.557,23.557,-3.21,-3.21,2026-03-05 11:16:22.231616,2026-03-05 11:16:26.781502,window_2
participant_01,10.0,day,Town10HD_Opt,106.6423110961914,-38.74984359741211,0.0019185642013326,106.6423110961914,-38.74984359741211,0.0019185642013326,31.998,31.998,-5.406,-5.406,2026-03-05 11:16:33.048265,2026-03-05 11:16:36.953883,window_2
participant_01,10.0,day,Town10HD_Opt,48.99021530151367,-67.464111328125,0.0023326480295509,48.99021530151367,-67.464111328125,0.0023326480295509,33.457,33.457,0.961,0.961,2026-03-05 11:16:44.586012,2026-03-05 11:16:48.440173,window_1
participant_01,10.0,day,Town10HD_Opt,-3.5410256385803223,-67.44853973388672,0.0020100399851799,-3.5410256385803223,-67.44853973388672,0.0020100399851799,0.0,0.0,0.914,0.914,2026-03-05 11:16:56.501235,2026-03-05 11:17:01.478997,window_1
participant_01,10.0,day,Town10HD_Opt,-63.73600387573242,-64.89720916748047,0.0021033093798905,-63.73600387573242,-64.89720916748047,0.0021033093798905,48.447,48.447,-1.923,-1.923,2026-03-05 11:17:08.128873,2026-03-05 11:17:10.876016,window_2
participant_01,10.0,day,Town10HD_Opt,-110.14222717285156,-23.90674018859864,0.0023675523698329,-110.14222717285156,-23.90674018859864,0.0023675523698329,32.595,32.595,0.162,0.162,2026-03-05 11:17:17.577745,2026-03-05 11:17:20.471750,window_1
participant_01,10.0,day,Town10HD_Opt,-111.3447036743164,-7.917417526245117,0.0019462201744318,-111.3447036743164,-7.917417526245117,0.0019462201744318,2.897,2.897,0.042,0.042,2026-03-05 11:17:31.203044,2026-03-05 11:17:34.156218,window_2
participant_01,10.0,day,Town10HD_Opt,-108.92605590820312,20.42244911193848,0.0021775811910629,-108.92605590820312,20.42244911193848,0.0021775811910629,28.183,28.183,-6.251,-6.251,2026-03-05 11:17:43.145281,2026-03-05 11:17:48.373855,window_1
participant_01,10.0,day,Town10HD_Opt,-68.8399429321289,27.807035446166992,0.0019192122854292,-68.8399429321289,27.807035446166992,0.0019192122854292,0.006,0.006,-0.712,-0.712,2026-03-05 11:17:56.919706,2026-03-05 11:18:00.612489,window_1
participant_01,10.0,day,Town10HD_Opt,-3.6784121990203857,29.60106468200684,0.0023028554860502,-3.6784121990203857,29.60106468200684,0.0023028554860502,29.042,29.042,-3.441,-3.441,2026-03-05 11:18:08.313782,2026-03-05 11:18:11.749638,window_2
participant_01,10.0,day,Town10HD_Opt,41.86637496948242,48.68742752075195,0.0019747160840779,41.86637496948242,48.68742752075195,0.0019747160840779,5.87,5.87,3.174,3.174,2026-03-05 11:18:21.804645,2026-03-05 11:18:24.994509,window_1
participant_01,10.0,day,Town10HD_Opt,66.33246612548828,70.27876281738281,0.0020469275768846,66.33246612548828,70.27876281738281,0.0020469275768846,15.125,15.125,1.913,1.913,2026-03-05 11:18:31.525907,2026-03-05 11:18:36.630275,window_2
participant_01,10.0,day,Town10HD_Opt,83.81471252441406,70.42667388916016,0.001931304926984,83.81471252441406,70.42667388916016,0.001931304926984,1.28,1.28,0.486,0.486,2026-03-05 11:18:44.009874,2026-03-05 11:18:49.102949,window_2
participant_01,10.0,day,Town10HD_Opt,81.80220794677734,128.98878479003906,0.0022058861795812,81.80220794677734,128.98878479003906,0.0022058861795812,26.868,26.868,12.612,12.612,2026-03-05 11:18:57.232962,2026-03-05 11:19:00.210699,window_1
participant_01,10.0,day,Town10HD_Opt,-10.32156753540039,136.40707397460938,0.0019648359157145,-10.32156753540039,136.40707397460938,0.0019648359157145,15.957,15.957,9.208,9.208,2026-03-05 11:19:10.049167,2026-03-05 11:19:14.878958,window_1
participant_01,10.0,day,Town10HD_Opt,-40.02113342285156,114.89348602294922,0.0019990536384284,-40.02113342285156,114.89348602294922,0.0019990536384284,15.543,15.543,-1.41,-1.41,2026-03-05 11:19:22.628905,2026-03-05 11:19:26.719968,window_1
participant_01,10.0,day,Town10HD_Opt,-25.25699234008789,69.08460235595703,0.0019059370970353,-25.25699234008789,69.08460235595703,0.0019059370970353,9.569,9.569,8.022,8.022,2026-03-05 11:19:35.210587,2026-03-05 11:19:38.104322,window_1
participant_01,10.0,day,Town10HD_Opt,24.90488052368164,70.13459014892578,0.001468316768296,24.90488052368164,70.13459014892578,0.001468316768296,10.456,10.456,1.725,1.725,2026-03-05 11:19:48.333102,2026-03-05 11:19:53.735636,window_2
participant_01,1.0,day,Town10HD_Opt,6.802114009857178,70.02071380615234,0.0022532271686941,6.802114009857178,70.02071380615234,0.0022532271686941,19.865,19.865,-0.113,-0.113,2026-03-05 11:24:25.536842,2026-03-05 11:24:30.888985,window_1
participant_01,1.0,day,Town10HD_Opt,46.722782135009766,50.95338821411133,0.0020486449357122,46.722782135009766,50.95338821411133,0.0020486449357122,14.699,14.699,-15.174,-15.174,2026-03-05 11:24:40.139111,2026-03-05 11:24:44.429661,window_2
participant_01,1.0,day,Town10HD_Opt,52.07698059082031,28.658424377441406,0.0019229125464335,52.07698059082031,28.658424377441406,0.0019229125464335,0.0,0.0,4.381,4.381,2026-03-05 11:24:50.676064,2026-03-05 11:24:53.350315,window_2
participant_01,1.0,day,Town10HD_Opt,65.91289520263672,24.175989151000977,0.0020986176095902,65.91289520263672,24.175989151000977,0.0020986176095902,12.565,12.565,9.571,9.571,2026-03-05 11:25:00.571566,2026-03-05 11:25:03.500166,window_1
participant_01,1.0,day,Town10HD_Opt,69.01659393310547,24.13434600830078,0.0019194030901417,69.01659393310547,24.13434600830078,0.0019194030901417,0.0,0.0,1.194,1.194,2026-03-05 11:25:08.107226,2026-03-05 11:25:13.516956,window_2
participant_01,1.0,day,Town10HD_Opt,72.27474212646484,24.26030540466309,0.0015230941353365,72.27474212646484,24.26030540466309,0.0015230941353365,18.087,18.087,5.829,5.829,2026-03-05 11:25:24.064423,2026-03-05 11:25:26.566759,window_2
participant_01,1.0,day,Town10HD_Opt,105.34901428222656,10.528790473937988,0.0020503234118223,105.34901428222656,10.528790473937988,0.0020503234118223,12.596,12.596,-0.113,-0.113,2026-03-05 11:25:32.994278,2026-03-05 11:25:36.407005,window_2
participant_01,1.0,day,Town10HD_Opt,108.03298950195312,-18.90320587158203,0.0019702529534697,108.03298950195312,-18.90320587158203,0.0019702529534697,34.615,34.615,-2.203,-2.203,2026-03-05 11:25:40.483745,2026-03-05 11:25:43.052932,window_1
participant_01,1.0,day,Town10HD_Opt,55.51662063598633,-67.52327728271484,0.0019242477137595,55.51662063598633,-67.52327728271484,0.0019242477137595,45.658,45.658,0.092,0.092,2026-03-05 11:25:51.479789,2026-03-05 11:25:54.398271,window_2
participant_01,1.0,day,Town10HD_Opt,-7.737915515899658,-65.43372344970703,0.0017594146775081,-7.737915515899658,-65.43372344970703,0.0017594146775081,24.221,24.221,0.056,0.056,2026-03-05 11:26:05.599127,2026-03-05 11:26:08.797441,window_2
participant_01,1.0,day,Town10HD_Opt,-24.91430282592773,-65.01899719238281,0.0019194793421775,-24.91430282592773,-65.01899719238281,0.0019194793421775,0.0,0.0,-0.533,-0.533,2026-03-05 11:26:18.079060,2026-03-05 11:26:21.178081,window_1
participant_01,1.0,day,Town10HD_Opt,-48.27703094482422,-65.32899475097656,0.0018769073067232,-48.27703094482422,-65.32899475097656,0.0018769073067232,49.145,49.145,-0.35,-0.35,2026-03-05 11:26:32.677992,2026-03-05 11:26:36.578281,window_1
participant_01,1.0,day,Town10HD_Opt,-111.07061004638672,-15.17553424835205,0.0020261763129383,-111.07061004638672,-15.17553424835205,0.0020261763129383,11.16,11.16,-0.414,-0.414,2026-03-05 11:26:44.986156,2026-03-05 11:26:47.997728,window_1
participant_01,1.0,day,Town10HD_Opt,-111.0438461303711,-9.790531158447266,0.0019199752714484,-111.0438461303711,-9.790531158447266,0.0019199752714484,0.0,0.0,-0.489,-0.489,2026-03-05 11:26:52.360946,2026-03-05 11:26:57.687551,window_2
participant_01,1.0,day,Town10HD_Opt,-111.02117156982422,-5.622416973114014,0.0017210769001394,-111.02117156982422,-5.622416973114014,0.0017210769001394,19.662,19.662,0.477,0.477,2026-03-05 11:27:07.107994,2026-03-05 11:27:10.521835,window_1
