user_id,run_id,weather,map_name,error_type,speed_kmh,steer_angle_deg,timestamp,x,y,z,details
participant_02,5,day,Town10HD_Opt,Solid line crossing,5.534,3.142,2026-03-06 08:33:10.518097,44.03386688232422,41.19465255737305,0.0017789077246561,Solid line crossing
participant_02,6,day,Town10HD_Opt,Solid line crossing,19.567,0.228,2026-03-06 08:38:48.912691,10.721563339233398,70.0591049194336,0.0021439739502966,Solid line crossing
participant_02,6,day,Town10HD_Opt,Harsh braking,36.495,0.082,2026-03-06 08:40:53.518845,-110.43402099609376,1.74998140335083,0.0015103931073099,decel_mps2=7.9
participant_02,6,day,Town10HD_Opt,Harsh braking,11.98,1.631,2026-03-06 08:41:08.591358,-71.9744873046875,24.471866607666016,0.0019551084842532,decel_mps2=7.3
participant_02,6,day,Town10HD_Opt,Solid line crossing,29.228,12.444,2026-03-06 08:41:52.080056,92.63433074951172,72.06046295166016,0.0020188521593809,Solid line crossing
participant_02,6,day,Town10HD_Opt,Red light violation,26.922,1.514,2026-03-06 08:43:10.535026,80.5843505859375,25.18350982666016,0.0016502394573763,Red light violation
participant_03,1,day,Town10HD_Opt,Solid line crossing,22.763,-0.599,2026-03-10 07:32:59.957298,-3.276573181152344,70.00006866455078,0.0022554397583007,Solid line crossing
participant_03,1,day,Town10HD_Opt,Harsh braking,17.03,3.036,2026-03-10 07:34:00.594000,56.60450744628906,26.685585021972656,0.001904067932628,decel_mps2=7.3
participant_03,1,day,Town10HD_Opt,Harsh braking,11.304,1.676,2026-03-10 07:34:28.928039,52.97555160522461,26.336132049560547,0.0019197463989257,decel_mps2=6.4
participant_03,1,day,Town10HD_Opt,Solid line crossing,27.996,11.204,2026-03-10 07:35:17.001390,31.52360343933105,65.13765716552734,0.0019904326181858,Solid line crossing
participant_03,1,day,Town10HD_Opt,Solid line crossing,25.651,4.381,2026-03-10 07:36:54.268372,93.02483367919922,-45.08283233642578,0.0020927428267896,Solid line crossing
participant_04,1,day,Town10HD_Opt,Vehicle collision,0.001,-0.101,2026-03-10 07:49:18.712538,26.03719711303711,69.94710540771484,0.0023140334524214,Vehicle collision
participant_04,1,day,Town10HD_Opt,Solid line crossing,23.167,-15.036,2026-03-10 07:49:24.038630,36.94380187988281,67.69937133789062,0.0019613264594227,Solid line crossing
participant_04,1,day,Town10HD_Opt,Solid line crossing,11.188,-0.143,2026-03-10 07:49:30.248364,44.05243682861328,44.13917541503906,0.0020257185678929,Solid line crossing
participant_04,1,day,Town10HD_Opt,Solid line crossing,42.925,-4.667,2026-03-10 07:50:03.855894,82.45856475830078,-63.47882080078125,0.0020243453327566,Solid line crossing
participant_04,1,day,Town10HD_Opt,Stop sign violation,0.204,-0.186,2026-03-10 07:50:50.897558,-110.45852661132812,-6.721949100494385,0.0019208525773137,stop_sign_id=1120
participant_05,1,day,Town10HD_Opt,Vehicle-pedestrian collision,23.649,-13.516,2026-03-10 08:02:41.339804,38.6695442199707,66.0963134765625,0.0019643784034997,Vehicle-pedestrian collision
participant_05,1,day,Town10HD_Opt,Solid line crossing,8.652,0.634,2026-03-10 08:04:34.522026,-110.2476806640625,-5.312868595123291,0.0015231703873723,Solid line crossing
participant_05,1,day,Town10HD_Opt,Vehicle-pedestrian collision,6.049,-0.113,2026-03-10 08:06:35.907655,24.731151580810547,69.93448638916016,0.0018919754074886,Vehicle-pedestrian collision
participant_06,1,day,Town10HD_Opt,Solid line crossing,8.641,0.096,2026-03-10 09:02:07.202430,20.993385314941406,69.97116088867188,0.0020217131823301,Solid line crossing
participant_06,1,day,Town10HD_Opt,Solid line crossing,0.0,0.562,2026-03-10 09:04:24.628937,-110.33025360107422,-5.409689903259277,0.001919021597132,Solid line crossing
participant_03,2,day,Town10HD_Opt,Stop sign violation,11.693,0.096,2026-03-10 09:15:37.925982,19.18490600585937,69.93578338623047,0.0020685195922851,stop_sign_id=754
participant_03,2,day,Town10HD_Opt,Solid line crossing,9.623,19.327,2026-03-10 09:16:13.026424,46.41703414916992,33.3558464050293,0.0019253920763731,Solid line crossing
participant_03,2,day,Town10HD_Opt,Solid line crossing,18.122,-1.203,2026-03-10 09:19:14.458631,71.40258026123047,70.70782470703125,0.0020690916571766,Solid line crossing
participant_01,4,day,Town10HD_Opt,Solid line crossing,13.891,-9.004,2026-03-10 09:27:52.522659,74.8793716430664,28.06855583190918,0.001910591032356,Solid line crossing
participant_01,4,day,Town10HD_Opt,Solid line crossing,11.275,-13.387,2026-03-10 09:28:39.020012,80.27751922607422,28.256553649902344,0.0015074538532644,Solid line crossing
participant_01,4,day,Town10HD_Opt,Solid line crossing,2.593,0.644,2026-03-10 09:29:32.930670,-21.36550521850586,-64.69102478027344,0.0019435882568359,Solid line crossing
participant_01,4,day,Town10HD_Opt,Solid line crossing,0.399,0.564,2026-03-10 09:29:41.347343,-22.659467697143555,-64.72589874267578,0.0019311141222715,Solid line crossing
participant_01,4,day,Town10HD_Opt,Solid line crossing,43.228,-2.993,2026-03-10 09:30:20.697098,-85.63968658447266,26.05544090270996,0.0020987319294363,Solid line crossing
participant_03,3,day,Town10HD_Opt,Stop sign violation,1.412,1.481,2026-03-10 09:31:12.331573,81.62269592285156,25.027421951293945,0.0019149398431181,stop_sign_id=1200
participant_03,3,day,Town10HD_Opt,Solid line crossing,0.781,1.405,2026-03-10 09:31:14.439370,82.06830596923828,25.030311584472656,0.0019265746232122,Solid line crossing
participant_03,3,day,Town10HD_Opt,Solid line crossing,21.683,-0.411,2026-03-10 09:31:36.485628,106.30787658691406,0.73024582862854,0.0020603942684829,Solid line crossing
participant_03,3,day,Town10HD_Opt,Solid line crossing,34.741,-7.544,2026-03-10 09:32:45.539934,-106.2144775390625,19.747690200805664,0.0020373915322124,Solid line crossing
participant_03,3,day,Town10HD_Opt,Solid line crossing,35.887,0.731,2026-03-10 09:34:25.504922,58.42203903198242,130.35855102539062,0.0020321272313594,Solid line crossing
participant_04,2,day,Town10HD_Opt,Red light violation,21.27,14.501,2026-03-10 09:45:42.319010,45.81046295166016,33.95097732543945,0.0019716643728315,Red light violation
participant_04,2,day,Town10HD_Opt,Red light violation,29.573,15.558,2026-03-10 09:45:44.280043,51.58138656616211,27.357046127319336,0.0019584654364734,Red light violation
participant_03,4,day,Town10HD_Opt,Vehicle-pedestrian collision,4.884,1.521,2026-03-10 09:46:08.163101,79.34513854980469,25.03758430480957,0.0019658280070871,Vehicle-pedestrian collision
participant_03,4,day,Town10HD_Opt,Vehicle-pedestrian collision,1.17,3.339,2026-03-10 09:46:26.427210,82.61416625976562,25.036516189575195,0.001860580407083,Vehicle-pedestrian collision
participant_04,2,day,Town10HD_Opt,Vehicle-pedestrian collision,45.254,-0.244,2026-03-10 09:46:41.746907,-33.98416519165039,-68.10005950927734,0.0016149901784956,Vehicle-pedestrian collision
participant_04,2,day,Town10HD_Opt,Stop sign violation,51.313,-3.516,2026-03-10 09:46:46.393976,-74.53531646728516,-66.25674438476562,0.001944770803675,stop_sign_id=1120
participant_04,2,day,Town10HD_Opt,Stop sign violation,45.017,0.068,2026-03-10 09:46:55.848928,-110.38150787353516,0.129364475607872,0.0022981644142419,stop_sign_id=1062
participant_03,4,day,Town10HD_Opt,Solid line crossing,10.213,0.493,2026-03-10 09:48:11.423216,-65.82401275634766,28.215620040893555,0.0015239715576171,Solid line crossing
participant_03,4,day,Town10HD_Opt,Solid line crossing,27.984,18.312,2026-03-10 09:48:26.734605,39.41305160522461,37.79215621948242,0.002019424457103,Solid line crossing
participant_04,2,day,Town10HD_Opt,Solid line crossing,36.673,-0.341,2026-03-10 09:48:45.825302,-42.39030838012695,104.572021484375,0.0020065689459443,Solid line crossing
participant_04,3,day,Town10HD_Opt,Solid line crossing,16.679,-3.149,2026-03-10 10:00:30.423128,27.45589065551757,70.0698013305664,0.0014949416508898,Solid line crossing
participant_04,3,day,Town10HD_Opt,Vehicle collision,3.046,10.521,2026-03-10 10:01:42.459738,64.15035247802734,26.45176887512207,0.0018513107206672,Vehicle collision
participant_05,2,day,Town10HD_Opt,Harsh braking,0.006,0.042,2026-03-10 10:02:19.493718,-67.45059204101562,27.99549102783203,0.001919021597132,decel_mps2=6.4
participant_05,2,day,Town10HD_Opt,Stop sign violation,26.404,11.735,2026-03-10 10:03:17.719773,100.16167449951172,79.05223846435547,0.0020555495284497,stop_sign_id=1120
participant_05,2,day,Town10HD_Opt,Stop sign violation,5.786,0.026,2026-03-10 10:04:04.790502,21.697185516357425,69.92407989501953,0.0019641113467514,stop_sign_id=946
participant_04,3,day,Town10HD_Opt,Stop sign violation,9.665,-0.496,2026-03-10 10:04:29.361987,81.45272064208984,24.92140007019043,0.0017898940714076,stop_sign_id=1200
participant_05,2,day,Town10HD_Opt,Harsh braking,21.954,5.756,2026-03-10 10:04:39.470548,106.48091888427734,-1.6110774278640747,0.0021101760212332,decel_mps2=6.7
participant_05,3,day,Town10HD_Opt,Red light violation,31.286,0.86,2026-03-10 10:15:53.151246,79.49284362792969,24.77812767028809,0.002403526334092,Red light violation
participant_05,3,day,Town10HD_Opt,Solid line crossing,48.927,-0.498,2026-03-10 10:16:59.652914,-50.368309020996094,27.058263778686523,0.0021708679851144,Solid line crossing
participant_05,3,day,Town10HD_Opt,Vehicle-pedestrian collision,31.006,1.055,2026-03-10 10:17:16.579810,40.11050796508789,42.49152374267578,0.0022175216581672,Vehicle-pedestrian collision
participant_04,4,day,Town10HD_Opt,Solid line crossing,12.625,-1.271,2026-03-10 10:17:36.572545,76.57833099365234,70.4234619140625,0.002127876272425,Solid line crossing
participant_04,4,day,Town10HD_Opt,Solid line crossing,49.875,8.818,2026-03-10 10:17:48.809117,84.25923919677734,123.08473205566406,0.0020137405954301,Solid line crossing
participant_04,4,day,Town10HD_Opt,Red light violation,45.392,-16.201,2026-03-10 10:19:09.374899,97.2768325805664,23.96985626220703,0.0016886901576071,Red light violation
participant_05,3,day,Town10HD_Opt,Vehicle-pedestrian collision,3.375,-1.657,2026-03-10 10:19:35.266096,-94.361083984375,27.83086585998535,0.00194980611559,Vehicle-pedestrian collision
participant_06,3,day,Town10HD_Opt,Solid line crossing,48.763,-4.395,2026-03-10 10:31:14.639543,73.58405303955078,-64.3025894165039,0.0020399475470185,Solid line crossing
participant_05,4,day,Town10HD_Opt,Solid line crossing,28.795,0.975,2026-03-10 10:31:40.658330,-30.433292388916016,-67.15229034423828,0.0018471527146175,Solid line crossing
participant_06,3,day,Town10HD_Opt,Solid line crossing,50.962,-4.011,2026-03-10 10:31:55.046643,-105.33063507080078,-41.80608749389648,0.0019440460018813,Solid line crossing
participant_06,3,day,Town10HD_Opt,Solid line crossing,0.002,0.47,2026-03-10 10:32:06.306918,-110.25505828857422,-5.659590244293213,0.0019191360333934,Solid line crossing
participant_05,4,day,Town10HD_Opt,Harsh braking,33.236,12.049,2026-03-10 10:32:16.739305,38.73679733276367,36.360633850097656,0.002005805959925,decel_mps2=6.4
participant_06,3,day,Town10HD_Opt,Solid line crossing,32.266,-0.825,2026-03-10 10:33:19.275544,57.485496520996094,70.42841339111328,0.0020841215737164,Solid line crossing
participant_05,4,day,Town10HD_Opt,Solid line crossing,21.814,5.259,2026-03-10 10:33:34.298703,56.96379089355469,27.216217041015625,0.0022390745580196,Solid line crossing
participant_05,4,day,Town10HD_Opt,Solid line crossing,0.032,0.597,2026-03-10 10:33:50.356738,78.83958435058594,24.567184448242188,0.0019193649059161,Solid line crossing
participant_06,3,day,Town10HD_Opt,Solid line crossing,16.758,-12.023,2026-03-10 10:34:42.143834,45.0800666809082,53.96107482910156,0.0019189071608707,Solid line crossing
participant_06,4,day,Town10HD_Opt,Solid line crossing,0.0,0.987,2026-03-10 10:45:37.923900,57.63404846191406,25.52129364013672,0.0019251251360401,Solid line crossing
participant_06,4,day,Town10HD_Opt,Stop sign violation,0.344,0.672,2026-03-10 10:46:03.853427,57.69499206542969,25.51198959350586,0.0019158172653988,stop_sign_id=833
participant_06,4,day,Town10HD_Opt,Solid line crossing,0.09,3.844,2026-03-10 10:46:37.098085,66.26251983642578,24.284223556518555,0.0019199752714484,Solid line crossing
participant_06,4,day,Town10HD_Opt,Solid line crossing,48.736,0.625,2026-03-10 10:47:41.624408,53.18667984008789,-65.05872344970703,0.0021717452909797,Solid line crossing
participant_06,4,day,Town10HD_Opt,Solid line crossing,25.842,-0.562,2026-03-10 10:48:27.782943,-109.20802307128906,-23.546031951904297,0.0019740676507353,Solid line crossing
participant_06,2,day,Town10HD_Opt,Solid line crossing,9.845,-1.018,2026-03-11 10:23:20.073782,15.965616226196287,69.9913330078125,0.0020132446661591,Solid line crossing
participant_06,2,day,Town10HD_Opt,Solid line crossing,32.391,9.136,2026-03-11 10:24:09.374622,65.54851531982422,25.274871826171875,0.0022910689003765,Solid line crossing
participant_06,2,day,Town10HD_Opt,Stop sign violation,36.125,-0.472,2026-03-11 10:25:26.745305,2.7565624713897705,-64.68278503417969,0.0020015717018395,stop_sign_id=754
participant_06,2,day,Town10HD_Opt,Solid line crossing,14.707,-3.846,2026-03-11 10:26:28.389477,-100.66311645507812,25.024450302124023,0.0020687864162027,Solid line crossing
participant_07,1,day,Town10HD_Opt,Solid line crossing,26.349,6.168,2026-03-11 11:16:12.682859,-29.0526180267334,69.35317993164062,0.0019750213250517,Solid line crossing
participant_07,1,day,Town10HD_Opt,Solid line crossing,18.271,-3.426,2026-03-11 11:18:05.030509,107.8693618774414,-28.10135841369629,0.0020853041205555,Solid line crossing
participant_07,1,day,Town10HD_Opt,Solid line crossing,18.271,-3.426,2026-03-11 11:18:05.118405,107.8693618774414,-28.10135841369629,0.0020853041205555,Solid line crossing
participant_07,1,day,Town10HD_Opt,Solid line crossing,0.721,0.073,2026-03-11 11:18:44.365292,-14.090672492980955,-67.91946411132812,0.0019121170043945,Solid line crossing
participant_07,2,day,Town10HD_Opt,Stop sign violation,52.016,-0.644,2026-03-11 11:26:04.333250,-12.967782974243164,-68.28583526611328,0.0017094803042709,stop_sign_id=1120
participant_07,2,day,Town10HD_Opt,Solid line crossing,0.003,0.226,2026-03-11 11:26:36.517997,-110.95004272460938,-3.71052360534668,0.0019287490285933,Solid line crossing
participant_07,2,day,Town10HD_Opt,Harsh braking,0.092,2.245,2026-03-11 11:27:44.616130,40.3524055480957,52.38885498046875,0.0019195555942133,decel_mps2=6.1
participant_07,2,day,Town10HD_Opt,Solid line crossing,0.006,0.58,2026-03-11 11:28:45.714869,-24.971004486083984,130.6347198486328,0.0019189071608707,Solid line crossing
participant_07,3,day,Town10HD_Opt,Solid line crossing,12.378,0.176,2026-03-11 13:31:24.649672,-16.810161590576172,-64.76803588867188,0.002036819467321,Solid line crossing
participant_07,3,day,Town10HD_Opt,Vehicle-pedestrian collision,10.297,6.201,2026-03-11 13:32:10.723241,30.643707275390625,27.79496955871582,0.0019955444149672,Vehicle-pedestrian collision
participant_07,3,day,Town10HD_Opt,Solid line crossing,15.93,-2.6,2026-03-11 13:32:20.631195,40.38556671142578,55.03256607055664,0.001574287423864,Solid line crossing
participant_07,4,day,Town10HD_Opt,Solid line crossing,0.078,0.907,2026-03-11 13:46:53.529326,68.79946899414062,26.068893432617188,0.0019187545403838,Solid line crossing
participant_07,4,day,Town10HD_Opt,Solid line crossing,0.055,0.738,2026-03-11 13:46:59.170831,68.91629028320312,26.047563552856445,0.001919517526403,Solid line crossing
participant_07,4,day,Town10HD_Opt,Solid line crossing,23.183,-2.826,2026-03-11 13:47:33.913473,101.89163208007812,-47.07722854614258,0.0020193480886518,Solid line crossing
participant_07,4,day,Town10HD_Opt,Solid line crossing,15.803,3.881,2026-03-11 13:49:19.114164,-110.53395080566406,-11.72917938232422,0.0019824600312858,Solid line crossing
participant_08,3,day,Town10HD_Opt,Solid line crossing,26.118,-0.127,2026-03-11 14:02:49.741310,0.521729052066803,132.21498107910156,0.0022959518246352,Solid line crossing
participant_08,3,day,Town10HD_Opt,Solid line crossing,50.504,-6.26,2026-03-11 14:03:44.843179,96.20502471923828,-51.6884651184082,0.0019869613461196,Solid line crossing
participant_08,3,day,Town10HD_Opt,Solid line crossing,0.717,-2.642,2026-03-11 14:04:40.302398,-92.65528869628906,27.8867301940918,0.0019308852497488,Solid line crossing
participant_08,4,day,Town10HD_Opt,Solid line crossing,28.058,-2.028,2026-03-11 14:15:15.481437,-7.334630966186523,70.32238006591797,0.0020669174846261,Solid line crossing
participant_08,4,day,Town10HD_Opt,Harsh braking,40.662,12.869,2026-03-11 14:18:15.695568,92.52284240722656,70.67157745361328,0.0023846053518354,decel_mps2=5.5
participant_08,4,day,Town10HD_Opt,Solid line crossing,29.83,-0.056,2026-03-11 14:18:34.595184,3.699318170547485,130.53402709960938,0.0022764967288821,Solid line crossing
participant_08,4,day,Town10HD_Opt,Stop sign violation,16.071,-0.047,2026-03-11 14:18:36.392323,-5.549515247344971,130.42713928222656,0.001987915020436,stop_sign_id=1120
participant_08,1,day,Town10HD_Opt,Solid line crossing,51.065,-0.576,2026-03-11 14:57:57.559252,5.14788818359375,131.51864624023438,0.0019558714702725,Solid line crossing
participant_08,1,day,Town10HD_Opt,Solid line crossing,45.304,2.497,2026-03-11 14:58:19.988505,-12.866167068481444,70.20406341552734,0.001966361887753,Solid line crossing
participant_08,1,day,Town10HD_Opt,Stop sign violation,27.537,2.631,2026-03-11 14:58:36.418911,63.5073127746582,26.57851219177246,0.0019997023046016,stop_sign_id=833
participant_08,1,day,Town10HD_Opt,Solid line crossing,0.476,-1.112,2026-03-11 14:58:46.481904,80.20577239990234,24.65811920166016,0.0019237517844885,Solid line crossing
participant_08,2,day,Town10HD_Opt,Stop sign violation,0.0,1.354,2026-03-11 15:06:28.177157,80.9634780883789,24.55937385559082,0.001919021597132,stop_sign_id=1200
participant_09,1,day,Town10HD_Opt,Solid line crossing,22.521,0.834,2026-03-14 10:01:37.535884,82.33722686767578,24.64606475830078,0.0017243194160982,Solid line crossing
participant_09,1,day,Town10HD_Opt,Solid line crossing,34.22,-3.488,2026-03-14 10:02:05.046405,68.2175064086914,-67.56689453125,0.0020161436405032,Solid line crossing
participant_09,1,day,Town10HD_Opt,Solid line crossing,0.0,0.587,2026-03-14 10:02:49.302586,-110.33025360107422,-5.409716606140137,0.0019190596649423,Solid line crossing
participant_09,1,day,Town10HD_Opt,Harsh braking,0.006,0.731,2026-03-14 10:03:24.724312,-70.04857635498047,28.098222732543945,0.0019192504696547,decel_mps2=6.4
participant_09,1,day,Town10HD_Opt,Solid line crossing,0.002,-0.251,2026-03-14 10:04:24.198924,82.88542175292969,70.32080078125,0.0019190978491678,Solid line crossing
participant_09,2,day,Town10HD_Opt,Solid line crossing,0.0,-0.251,2026-03-14 10:16:25.713864,66.10124969482422,26.25569725036621,0.001919021597132,Solid line crossing
participant_09,2,day,Town10HD_Opt,Solid line crossing,3.025,3.983,2026-03-14 10:16:53.852142,71.11802673339844,28.066680908203125,0.0018972395919263,Solid line crossing
participant_09,2,day,Town10HD_Opt,Solid line crossing,38.195,-2.12,2026-03-14 10:18:27.183883,-105.77586364746094,-41.00408172607422,0.0021051024086773,Solid line crossing
participant_09,2,day,Town10HD_Opt,Solid line crossing,13.962,3.61,2026-03-14 10:19:14.440726,71.97647094726562,24.779903411865234,0.0019443511264398,Solid line crossing
participant_09,2,day,Town10HD_Opt,Solid line crossing,7.386,-0.289,2026-03-14 10:19:29.930353,82.96038818359375,24.94384384155273,0.0019929122645407,Solid line crossing
participant_09,3,day,Town10HD_Opt,Solid line crossing,0.002,-0.395,2026-03-14 10:32:35.980296,-67.44898223876953,27.995492935180664,0.0019191741012036,Solid line crossing
participant_09,3,day,Town10HD_Opt,Vehicle-pedestrian collision,46.942,4.924,2026-03-14 10:33:20.834498,97.41127014160156,105.1198501586914,0.0021046064794063,Vehicle-pedestrian collision
participant_09,3,day,Town10HD_Opt,Vehicle collision,21.954,5.756,2026-03-14 10:34:39.096320,106.48091888427734,-1.6110774278640747,0.0021101760212332,Vehicle collision
participant_09,4,day,Town10HD_Opt,Vehicle-pedestrian collision,15.661,-6.772,2026-03-14 10:45:26.522099,29.57560920715332,69.84892272949219,0.0019860840402543,Vehicle-pedestrian collision
participant_09,4,day,Town10HD_Opt,Solid line crossing,0.006,0.498,2026-03-14 10:47:04.478947,-110.25505828857422,-5.659661769866943,0.0019193267216905,Solid line crossing
participant_09,4,day,Town10HD_Opt,Solid line crossing,36.07,2.506,2026-03-14 10:48:28.406298,99.13885498046876,91.78114318847656,0.0020014953333884,Solid line crossing
participant_09,4,day,Town10HD_Opt,Solid line crossing,6.086,-11.18,2026-03-14 10:49:37.285021,39.74848175048828,66.048828125,0.0018555831629782,Solid line crossing
participant_10,1,day,Town10HD_Opt,Harsh braking,18.096,-14.845,2026-03-14 12:04:11.222385,103.01441192626952,25.570043563842773,0.0022560881916433,decel_mps2=6.4
participant_10,1,day,Town10HD_Opt,Stop sign violation,37.738,-19.852,2026-03-14 12:04:14.055451,107.73868560791016,13.562556266784668,0.0019422149052843,stop_sign_id=678
participant_10,1,day,Town10HD_Opt,Solid line crossing,37.196,-7.767,2026-03-14 12:04:20.034742,105.33824920654295,-20.810651779174805,0.0015466689364984,Solid line crossing
participant_10,1,day,Town10HD_Opt,Stop sign violation,0.073,18.664,2026-03-14 12:04:30.966389,71.31157684326172,-52.9088134765625,0.0388643257319927,stop_sign_id=1300
participant_10,1,day,Town10HD_Opt,Solid line crossing,19.128,3.467,2026-03-14 12:04:42.379144,-29.485326766967773,69.21998596191406,0.0022537230979651,Solid line crossing
participant_10,2,day,Town10HD_Opt,Solid line crossing,34.458,-0.399,2026-03-14 12:18:22.046371,-19.422748565673828,69.87803649902344,0.0019382095197215,Solid line crossing
