user_id,run_id,weather,map_name,run_duration_seconds,run_duration_minutes,timestamp_end,hr_baseline,arousal_baseline
participant_26,4,day,Town10HD_Opt,293.066,4.884,2026-03-18T12:49:53.065890,91,0.469
participant_27,1,day,Town10HD_Opt,293.898,4.898,2026-03-18T15:04:53.898157,89,0.212
participant_27,2,day,Town10HD_Opt,299.0,4.983,2026-03-18T15:19:58.999590,93,0.232
participant_27,3,day,Town10HD_Opt,299.0,4.983,2026-03-18T15:34:58.999590,89,0.258
participant_27,4,day,Town10HD_Opt,298.207,4.97,2026-03-18T15:49:58.207493,88,0.37
participant_28,1,day,Town10HD_Opt,293.898,4.898,2026-03-18T17:04:53.898157,89,0.412
participant_28,2,day,Town10HD_Opt,299.052,4.984,2026-03-18T17:19:59.052071,91,0.485
participant_28,3,day,Town10HD_Opt,299.16,4.986,2026-03-18T17:34:59.160372,92,0.521
participant_28,4,day,Town10HD_Opt,293.898,4.898,2026-03-18T17:49:53.898157,97,0.543
participant_29,1,day,Town10HD_Opt,299.0,4.983,2026-03-19T10:04:59.000118,64,0.483
participant_29,2,day,Town10HD_Opt,299.068,4.984,2026-03-19T10:19:59.068308,65,0.419
participant_29,3,day,Town10HD_Opt,298.047,4.967,2026-03-19T10:34:58.046856,64,0.422
participant_29,4,day,Town10HD_Opt,298.047,4.967,2026-03-19T10:49:58.046856,62,0.521
participant_30,1,day,Town10HD_Opt,299.068,4.984,2026-03-19T12:04:59.068308,92,0.424
participant_30,2,day,Town10HD_Opt,298.143,4.969,2026-03-19T12:19:58.142825,91,0.388
participant_30,3,day,Town10HD_Opt,299.052,4.984,2026-03-19T12:34:59.052071,90,0.528
participant_30,4,day,Town10HD_Opt,299.0,4.983,2026-03-19T12:49:59.000118,89,0.403
participant_31,1,day,Town10HD_Opt,23.547,0.392,2026-03-13T13:20:01.221777,52,0.46
participant_31,2,day,Town10HD_Opt,300.265,5.004,2026-03-13T13:27:41.123138,60,0.705
