user_id,run_id,weather,map_name,error_type,model_pred,model_prob,emotion_label,emotion_prob,speed_kmh,steer_angle_deg,timestamp,frame,sim_time_seconds,x,y,z,road_id,lane_id,details
participant_01,1,day,Town10HD,Solid line crossing,reach_back,0.546,sad,0.654,35.781,-1.142,2026-02-17 08:32:14.265434,1001,2.985,-51.304544,27.275146,0.0,1,1,synth_sev=0.430;risk=0.692
participant_01,1,day,Town10HD,Stop sign violation,reach_back,0.63,sad,0.65,30.633,3.471,2026-02-17 08:32:34.402032,1000,3.137,62.095377,39.328532,0.0,1,1,synth_sev=0.367;risk=0.701
participant_01,1,day,Town10HD,Solid line crossing,reach_back,0.626,sad,0.661,34.882,3.225,2026-02-17 08:32:35.535212,1001,4.271,-9.862351,-83.271417,0.0,1,1,synth_sev=0.367;risk=0.701
participant_01,1,day,Town10HD,Stop sign violation,reach_back,0.643,angry,0.699,30.964,-12.549,2026-02-17 08:32:44.160612,1000,1.804,-37.514248,38.194528,0.0,1,1,synth_sev=0.364;risk=0.700
participant_01,1,day,Town10HD,Solid line crossing,reach_back,0.638,angry,0.708,34.677,-1.061,2026-02-17 08:32:45.840138,1001,3.483,-10.112103,-25.28,0.0,1,1,synth_sev=0.364;risk=0.700
participant_01,1,day,Town10HD,Solid line crossing,pick_floor,0.56,sad,0.713,35.834,-6.124,2026-02-17 08:33:07.198589,1000,1.943,-46.335858,8.133654,0.0,1,1,synth_sev=0.454;risk=0.724
participant_01,1,day,Town10HD,Stop sign violation,pick_floor,0.567,sad,0.715,32.305,-0.612,2026-02-17 08:33:08.890004,1001,3.635,92.773511,95.523195,0.0,1,1,synth_sev=0.454;risk=0.724
participant_01,1,day,Town10HD,Red light violation,drink,0.613,fear,0.728,28.601,10.403,2026-02-17 08:33:15.399724,1000,1.726,-26.674263,-139.307384,0.0,1,1,synth_sev=0.449;risk=0.757
participant_01,1,day,Town10HD,Harsh braking,drink,0.629,fear,0.747,29.709,-6.306,2026-02-17 08:33:16.562558,1001,2.889,-40.232966,-42.404404,0.0,1,1,synth_sev=0.449;risk=0.757
participant_01,1,day,Town10HD,Red light violation,pick_floor,0.56,fear,0.701,31.258,9.755,2026-02-17 08:33:36.404278,1000,1.972,-12.778266,-59.681361,0.0,1,1,synth_sev=0.387;risk=0.680
participant_01,1,day,Town10HD,Harsh braking,pick_floor,0.563,fear,0.71,26.229,2.936,2026-02-17 08:33:37.769702,1001,3.337,-85.643602,5.51845,0.0,1,1,synth_sev=0.387;risk=0.680
participant_01,1,day,Town10HD,Stop sign violation,reach_back,0.632,sad,0.728,36.56,-2.0,2026-02-17 08:33:51.349065,1000,2.394,9.153506,-39.877895,0.0,1,1,synth_sev=0.451;risk=0.758
participant_01,1,day,Town10HD,Stop sign violation,reach_back,0.64,sad,0.714,31.55,7.958,2026-02-17 08:33:53.415439,1001,4.461,7.331863,-155.797445,0.0,1,1,synth_sev=0.451;risk=0.758
participant_01,1,day,Town10HD,Red light violation,drink,0.605,sad,0.72,34.139,-14.959,2026-02-17 08:34:04.570218,1000,2.17,-26.642269,43.812293,0.0,1,1,synth_sev=0.403;risk=0.708
participant_01,1,day,Town10HD,Solid line crossing,drink,0.616,sad,0.698,30.672,-7.505,2026-02-17 08:34:05.962286,1001,3.562,72.569759,9.198386,0.0,1,1,synth_sev=0.403;risk=0.708
participant_01,1,day,Town10HD,Solid line crossing,pick_floor,0.637,fear,0.71,35.216,-7.903,2026-02-17 08:34:24.237564,1000,0.706,-74.216322,56.541591,0.0,1,1,synth_sev=0.403;risk=0.713
participant_01,1,day,Town10HD,Stop sign violation,pick_floor,0.627,fear,0.693,33.771,-0.631,2026-02-17 08:34:26.113567,1001,2.582,41.642385,21.30441,0.0,1,1,synth_sev=0.403;risk=0.713
participant_01,1,day,Town10HD,Red light violation,phone_call,0.561,angry,0.743,28.708,-21.963,2026-02-17 08:34:33.621471,1000,2.701,31.095685,55.046396,0.0,1,1,synth_sev=0.432;risk=0.751
participant_01,1,day,Town10HD,Solid line crossing,phone_call,0.555,angry,0.761,31.32,-5.701,2026-02-17 08:34:35.355340,1001,4.435,-47.504159,53.536992,0.0,1,1,synth_sev=0.432;risk=0.751
participant_01,1,day,Town10HD,Solid line crossing,eat,0.657,angry,0.673,31.521,-3.517,2026-02-17 08:34:59.654053,1000,2.14,-22.289636,-5.886474,0.0,1,1,synth_sev=0.395;risk=0.729
participant_01,1,day,Town10HD,Solid line crossing,eat,0.651,angry,0.678,34.327,14.175,2026-02-17 08:35:01.855347,1001,4.341,44.936262,39.552304,0.0,1,1,synth_sev=0.395;risk=0.729
participant_01,1,day,Town10HD,Solid line crossing,phone_call,0.567,angry,0.713,27.478,-3.337,2026-02-17 08:35:09.699362,1000,2.42,34.295018,-55.755173,0.0,1,1,synth_sev=0.384;risk=0.675
participant_01,1,day,Town10HD,Harsh braking,phone_call,0.558,angry,0.692,30.115,-8.78,2026-02-17 08:35:10.353246,1001,3.074,4.888634,2.141406,0.0,1,1,synth_sev=0.384;risk=0.675
participant_01,1,day,Town10HD,Red light violation,reach_back,0.59,sad,0.655,27.081,-11.58,2026-02-17 08:35:35.839306,1000,0.899,12.239254,21.265438,0.0,1,1,synth_sev=0.331;risk=0.663
participant_01,1,day,Town10HD,Red light violation,reach_back,0.575,sad,0.663,31.517,12.903,2026-02-17 08:35:38.537109,1001,3.597,52.386076,-2.180092,0.0,1,1,synth_sev=0.331;risk=0.663
participant_01,1,day,Town10HD,Stop sign violation,phone_call,0.576,sad,0.728,34.423,-12.675,2026-02-17 08:35:43.599781,1000,1.814,-10.834804,25.78838,0.0,1,1,synth_sev=0.443;risk=0.731
participant_01,1,day,Town10HD,Red light violation,phone_call,0.587,sad,0.738,20.057,5.124,2026-02-17 08:35:45.442460,1001,3.657,-3.301272,43.035118,0.0,1,1,synth_sev=0.443;risk=0.731
participant_01,1,day,Town10HD,Red light violation,pick_floor,0.697,sad,0.764,27.394,9.024,2026-02-17 08:36:04.262558,1000,1.126,-1.792049,-46.187268,0.0,1,1,synth_sev=0.498;risk=0.804
participant_01,1,day,Town10HD,Solid line crossing,pick_floor,0.714,sad,0.782,36.609,2.789,2026-02-17 08:36:06.393075,1002,3.257,26.760514,-26.268,0.0,1,1,synth_sev=0.498;risk=0.804
participant_01,1,day,Town10HD,Stop sign violation,pick_floor,0.697,sad,0.789,26.121,-4.76,2026-02-17 08:36:06.647660,1001,3.512,-42.832352,-53.316855,0.0,1,1,synth_sev=0.498;risk=0.804
participant_01,1,day,Town10HD,Harsh braking,drink,0.55,fear,0.676,29.352,4.463,2026-02-17 08:36:14.893503,1000,2.279,-26.251628,-96.502836,0.0,1,1,synth_sev=0.422;risk=0.709
participant_01,1,day,Town10HD,Harsh braking,drink,0.538,fear,0.683,31.826,6.983,2026-02-17 08:36:15.733067,1001,3.118,-39.023399,2.08505,0.0,1,1,synth_sev=0.422;risk=0.709
participant_01,1,day,Town10HD,Red light violation,phone_call,0.626,angry,0.679,35.818,-3.87,2026-02-17 08:36:34.578628,1000,0.908,21.158349,5.880513,0.0,1,1,synth_sev=0.379;risk=0.692
participant_01,1,day,Town10HD,Harsh braking,phone_call,0.632,angry,0.697,23.846,3.407,2026-02-17 08:36:36.016098,1001,2.346,117.781448,-2.127014,0.0,1,1,synth_sev=0.379;risk=0.692
participant_01,1,day,Town10HD,Harsh braking,pick_floor,0.578,sad,0.705,30.576,11.278,2026-02-17 08:36:52.245333,1000,2.257,-3.130853,-35.60949,0.0,1,1,synth_sev=0.423;risk=0.726
participant_01,1,day,Town10HD,Stop sign violation,pick_floor,0.58,sad,0.725,28.509,-2.441,2026-02-17 08:36:53.608310,1001,3.62,0.438639,3.920885,0.0,1,1,synth_sev=0.423;risk=0.726
participant_01,1,day,Town10HD,Red light violation,reach_back,0.678,sad,0.725,32.182,13.258,2026-02-17 08:37:09.251804,1000,1.677,-93.423313,-35.664772,0.0,1,1,synth_sev=0.440;risk=0.765
participant_01,1,day,Town10HD,Red light violation,reach_back,0.68,sad,0.731,26.223,6.677,2026-02-17 08:37:11.459700,1001,3.885,44.797746,-47.482332,0.0,1,1,synth_sev=0.440;risk=0.765
participant_01,1,day,Town10HD,Stop sign violation,phone_call,0.624,fear,0.689,26.637,17.275,2026-02-17 08:37:23.182145,1000,3.926,101.322807,55.85519,0.0,1,1,synth_sev=0.368;risk=0.669
participant_01,1,day,Town10HD,Red light violation,phone_call,0.61,fear,0.687,26.329,1.258,2026-02-17 08:37:24.656214,1001,5.4,11.925244,11.806741,0.0,1,1,synth_sev=0.368;risk=0.669
participant_01,1,day,Town10HD,Harsh braking,pick_floor,0.69,fear,0.762,28.248,1.793,2026-02-17 08:37:36.319446,1000,1.382,57.847795,58.649439,0.0,1,1,synth_sev=0.442;risk=0.730
participant_01,1,day,Town10HD,Stop sign violation,pick_floor,0.675,fear,0.753,30.786,-10.805,2026-02-17 08:37:38.376200,1001,3.439,-21.285887,4.278487,0.0,1,1,synth_sev=0.442;risk=0.730
participant_01,2,day,Town10HD,Red light violation,drink,0.63,fear,0.775,42.463,11.131,2026-02-17 08:50:49.994438,1000,2.473,-49.929739,-133.302266,0.0,1,1,synth_sev=0.519;risk=0.803
participant_01,2,day,Town10HD,Red light violation,drink,0.622,fear,0.784,28.335,14.32,2026-02-17 08:50:50.859775,1002,3.338,-5.523675,45.909506,0.0,1,1,synth_sev=0.519;risk=0.803
participant_01,2,day,Town10HD,Harsh braking,drink,0.632,fear,0.799,36.96,-8.591,2026-02-17 08:50:51.871190,1001,4.35,-29.384298,-19.312248,0.0,1,1,synth_sev=0.519;risk=0.803
participant_01,2,day,Town10HD,Harsh braking,drink,0.604,angry,0.707,33.701,1.873,2026-02-17 08:50:57.274248,1000,2.013,-94.310778,20.312649,0.0,1,1,synth_sev=0.462;risk=0.751
participant_01,2,day,Town10HD,Stop sign violation,drink,0.612,angry,0.718,35.907,-1.827,2026-02-17 08:50:58.392925,1001,3.131,-81.943236,-26.510963,0.0,1,1,synth_sev=0.462;risk=0.751
participant_01,2,day,Town10HD,Red light violation,phone_call,0.576,neutral,0.618,34.631,4.228,2026-02-17 08:51:17.240905,1000,1.771,50.862068,-105.644418,0.0,1,1,synth_sev=0.342;risk=0.642
participant_01,2,day,Town10HD,Red light violation,phone_call,0.576,neutral,0.613,29.206,15.513,2026-02-17 08:51:18.608902,1001,3.139,-142.783773,-7.584543,0.0,1,1,synth_sev=0.342;risk=0.642
participant_01,2,day,Town10HD,Stop sign violation,phone_call,0.608,angry,0.712,31.488,1.539,2026-02-17 08:51:27.221845,1000,2.382,8.735482,16.646136,0.0,1,1,synth_sev=0.438;risk=0.733
participant_01,2,day,Town10HD,Stop sign violation,phone_call,0.615,angry,0.684,28.596,9.302,2026-02-17 08:51:28.594870,1001,3.755,9.331905,-20.498845,0.0,1,1,synth_sev=0.438;risk=0.733
participant_01,2,day,Town10HD,Harsh braking,reach_back,0.655,angry,0.686,30.033,22.364,2026-02-17 08:51:52.530927,1000,2.132,8.028852,19.784298,0.0,1,1,synth_sev=0.391;risk=0.706
participant_01,2,day,Town10HD,Harsh braking,reach_back,0.655,angry,0.699,29.612,-7.063,2026-02-17 08:51:55.039403,1001,4.641,6.491843,80.310067,0.0,1,1,synth_sev=0.391;risk=0.706
participant_01,2,day,Town10HD,Harsh braking,reach_back,0.608,sad,0.742,41.274,0.448,2026-02-17 08:52:00.602695,1000,2.298,-41.503835,-32.767545,0.0,1,1,synth_sev=0.406;risk=0.748
participant_01,2,day,Town10HD,Stop sign violation,reach_back,0.607,sad,0.738,28.781,18.525,2026-02-17 08:52:01.184222,1001,2.879,55.950699,-26.707207,0.0,1,1,synth_sev=0.406;risk=0.748
participant_01,2,day,Town10HD,Harsh braking,eat,0.712,fear,0.771,36.737,-4.348,2026-02-17 08:52:27.413091,1000,2.341,-73.325579,1.054382,0.0,1,1,synth_sev=0.523;risk=0.813
participant_01,2,day,Town10HD,Red light violation,eat,0.714,fear,0.793,32.174,-3.286,2026-02-17 08:52:29.306143,1001,4.234,35.921491,25.140281,0.0,1,1,synth_sev=0.523;risk=0.813
participant_01,2,day,Town10HD,Solid line crossing,eat,0.715,fear,0.777,35.246,-16.046,2026-02-17 08:52:29.895948,1002,4.824,38.859437,53.13487,0.0,1,1,synth_sev=0.523;risk=0.813
participant_01,2,day,Town10HD,Harsh braking,pick_floor,0.642,fear,0.694,35.322,-17.191,2026-02-17 08:52:35.547377,1000,2.851,6.621965,-2.297319,0.0,1,1,synth_sev=0.366;risk=0.691
participant_01,2,day,Town10HD,Harsh braking,pick_floor,0.651,fear,0.694,29.71,3.414,2026-02-17 08:52:37.300811,1001,4.605,-30.187918,131.231334,0.0,1,1,synth_sev=0.366;risk=0.691
participant_01,2,day,Town10HD,Stop sign violation,eat,0.671,fear,0.731,27.321,-2.545,2026-02-17 08:52:58.231031,1000,1.762,1.790633,-25.386864,0.0,1,1,synth_sev=0.398;risk=0.727
participant_01,2,day,Town10HD,Stop sign violation,eat,0.676,fear,0.734,26.668,3.332,2026-02-17 08:52:59.613454,1001,3.144,72.909624,-27.410124,0.0,1,1,synth_sev=0.398;risk=0.727
participant_01,2,day,Town10HD,Harsh braking,pick_floor,0.648,angry,0.701,30.011,19.225,2026-02-17 08:53:04.334382,1000,0.769,51.437684,19.284459,0.0,1,1,synth_sev=0.404;risk=0.734
participant_01,2,day,Town10HD,Red light violation,pick_floor,0.645,angry,0.716,28.586,2.243,2026-02-17 08:53:07.204306,1001,3.639,-4.799255,31.810133,0.0,1,1,synth_sev=0.404;risk=0.734
participant_01,2,day,Town10HD,Harsh braking,reach_back,0.58,sad,0.722,31.154,-1.736,2026-02-17 08:53:29.405487,1000,1.731,68.028117,-29.579384,0.0,1,1,synth_sev=0.394;risk=0.685
participant_01,2,day,Town10HD,Red light violation,reach_back,0.59,sad,0.719,27.504,8.322,2026-02-17 08:53:30.184960,1001,2.511,65.851099,-8.684669,0.0,1,1,synth_sev=0.394;risk=0.685
participant_01,2,day,Town10HD,Harsh braking,eat,0.693,angry,0.786,39.384,8.008,2026-02-17 08:53:38.040598,1000,2.876,22.059234,-31.462533,0.0,1,1,synth_sev=0.485;risk=0.793
participant_01,2,day,Town10HD,Stop sign violation,eat,0.688,angry,0.772,38.779,-9.649,2026-02-17 08:53:38.935073,1002,3.771,5.378242,-29.941045,0.0,1,1,synth_sev=0.485;risk=0.793
participant_01,2,day,Town10HD,Stop sign violation,eat,0.689,angry,0.771,40.914,1.515,2026-02-17 08:53:39.705276,1001,4.541,1.345259,-9.064939,0.0,1,1,synth_sev=0.485;risk=0.793
participant_01,2,day,Town10HD,Red light violation,eat,0.624,angry,0.798,28.913,-25.31,2026-02-17 08:54:05.865354,1002,2.148,75.01285,-23.767738,0.0,1,1,synth_sev=0.502;risk=0.794
participant_01,2,day,Town10HD,Solid line crossing,eat,0.623,angry,0.783,30.987,18.806,2026-02-17 08:54:05.976532,1000,2.26,-5.115629,31.141151,0.0,1,1,synth_sev=0.502;risk=0.794
participant_01,2,day,Town10HD,Harsh braking,eat,0.631,angry,0.788,31.622,8.042,2026-02-17 08:54:06.564419,1001,2.847,46.997718,-4.454335,0.0,1,1,synth_sev=0.502;risk=0.794
participant_01,2,day,Town10HD,Red light violation,pick_floor,0.582,fear,0.75,26.176,13.638,2026-02-17 08:54:13.614703,1001,2.861,-39.086957,-33.632292,0.0,1,1,synth_sev=0.456;risk=0.786
participant_01,2,day,Town10HD,Solid line crossing,pick_floor,0.58,fear,0.755,28.321,14.007,2026-02-17 08:54:13.755709,1000,3.002,87.557137,45.828712,0.0,1,1,synth_sev=0.456;risk=0.786
participant_01,2,day,Town10HD,Harsh braking,pick_floor,0.586,fear,0.776,36.931,-18.853,2026-02-17 08:54:14.434019,1002,3.68,8.620769,-68.049256,0.0,1,1,synth_sev=0.456;risk=0.786
participant_01,2,day,Town10HD,Harsh braking,eat,0.625,angry,0.781,28.532,0.129,2026-02-17 08:54:35.504641,1000,2.657,-0.826679,-63.798328,0.0,1,1,synth_sev=0.475;risk=0.771
participant_01,2,day,Town10HD,Red light violation,eat,0.623,angry,0.79,30.468,-3.407,2026-02-17 08:54:37.092662,1001,4.245,35.819457,5.834265,0.0,1,1,synth_sev=0.475;risk=0.771
participant_01,2,day,Town10HD,Solid line crossing,drink,0.573,sad,0.691,33.715,-4.972,2026-02-17 08:54:49.056148,1000,2.016,114.597966,-59.846871,0.0,1,1,synth_sev=0.374;risk=0.695
participant_01,2,day,Town10HD,Red light violation,drink,0.585,sad,0.686,27.362,-1.756,2026-02-17 08:54:50.901487,1001,3.861,-3.383605,0.661436,0.0,1,1,synth_sev=0.374;risk=0.695
participant_01,2,day,Town10HD,Solid line crossing,reach_back,0.663,sad,0.774,33.714,1.708,2026-02-17 08:55:09.530173,1000,2.341,-15.232554,-60.425758,0.0,1,1,synth_sev=0.462;risk=0.763
participant_01,2,day,Town10HD,Red light violation,reach_back,0.67,sad,0.756,27.581,-3.463,2026-02-17 08:55:11.674636,1001,4.485,10.803811,-18.163271,0.0,1,1,synth_sev=0.462;risk=0.763
participant_01,2,day,Town10HD,Solid line crossing,pick_floor,0.663,sad,0.689,33.362,-17.563,2026-02-17 08:55:19.439861,1000,1.019,-33.8173,-68.402398,0.0,1,1,synth_sev=0.362;risk=0.670
participant_01,2,day,Town10HD,Harsh braking,pick_floor,0.669,sad,0.697,31.167,-21.685,2026-02-17 08:55:20.627936,1001,2.207,-67.996774,-62.521031,0.0,1,1,synth_sev=0.362;risk=0.670
participant_01,2,day,Town10HD,Red light violation,reach_back,0.649,angry,0.783,27.217,-4.478,2026-02-17 08:55:42.257431,1000,1.688,-89.58693,-41.78339,0.0,1,1,synth_sev=0.538;risk=0.831
participant_01,2,day,Town10HD,Solid line crossing,reach_back,0.646,angry,0.782,31.604,-17.212,2026-02-17 08:55:44.357920,1001,3.789,-5.833167,-15.410132,0.0,1,1,synth_sev=0.538;risk=0.831
participant_01,2,day,Town10HD,Stop sign violation,reach_back,0.658,angry,0.768,33.948,2.91,2026-02-17 08:55:45.200312,1002,4.631,-16.307282,-36.796299,0.0,1,1,synth_sev=0.538;risk=0.831
participant_01,2,day,Town10HD,Solid line crossing,drink,0.636,sad,0.712,28.819,3.277,2026-02-17 08:55:52.640925,1000,2.924,-69.200809,-47.262859,0.0,1,1,synth_sev=0.430;risk=0.733
participant_01,2,day,Town10HD,Red light violation,drink,0.631,sad,0.7,36.173,-11.605,2026-02-17 08:55:54.365684,1001,4.649,0.586107,30.808655,0.0,1,1,synth_sev=0.430;risk=0.733
participant_01,2,day,Town10HD,Solid line crossing,phone_call,0.619,sad,0.688,31.04,6.466,2026-02-17 08:56:11.779977,1000,1.714,66.034973,-112.249304,0.0,1,1,synth_sev=0.338;risk=0.675
participant_01,2,day,Town10HD,Red light violation,phone_call,0.617,sad,0.691,33.038,-2.2,2026-02-17 08:56:12.491717,1001,2.426,20.294323,-112.757286,0.0,1,1,synth_sev=0.338;risk=0.675
participant_01,2,day,Town10HD,Red light violation,drink,0.647,sad,0.694,33.941,-0.974,2026-02-17 08:56:28.535961,1000,2.913,15.572194,38.137058,0.0,1,1,synth_sev=0.427;risk=0.726
participant_01,2,day,Town10HD,Red light violation,drink,0.651,sad,0.686,28.205,-1.997,2026-02-17 08:56:31.410259,1001,5.787,-33.918311,-25.017645,0.0,1,1,synth_sev=0.427;risk=0.726
participant_01,2,day,Town10HD,Solid line crossing,eat,0.598,sad,0.586,28.417,3.487,2026-02-17 08:56:39.410935,1000,1.719,0.605188,-2.09696,0.0,1,1,synth_sev=0.343;risk=0.624
participant_01,2,day,Town10HD,Red light violation,eat,0.6,sad,0.594,28.529,-18.097,2026-02-17 08:56:41.703029,1001,4.011,6.33153,47.273574,0.0,1,1,synth_sev=0.343;risk=0.624
participant_01,2,day,Town10HD,Harsh braking,eat,0.592,angry,0.743,25.771,5.085,2026-02-17 08:57:03.158421,1000,2.302,-34.282862,51.930308,0.0,1,1,synth_sev=0.437;risk=0.766
participant_01,2,day,Town10HD,Stop sign violation,eat,0.609,angry,0.74,29.134,-5.064,2026-02-17 08:57:03.620354,1001,2.764,-36.998392,-40.629228,0.0,1,1,synth_sev=0.437;risk=0.766
participant_01,2,day,Town10HD,Harsh braking,reach_back,0.636,angry,0.793,38.436,2.208,2026-02-17 08:57:09.883033,1000,2.011,19.802332,3.097797,0.0,1,1,synth_sev=0.505;risk=0.789
participant_01,2,day,Town10HD,Red light violation,reach_back,0.628,angry,0.78,41.53,30.47,2026-02-17 08:57:10.556482,1001,2.685,-59.411804,-59.15315,0.0,1,1,synth_sev=0.505;risk=0.789
